# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2021-01-19 18:06:09
# reference years: 1995 to 2014
model, ensemble, exp, warming_level, start_year, end_year
GISS-E2-H, r4i1p3, rcp45, 0.94, 2035, 2054
GISS-E2-H, r5i1p1, rcp45, 0.94, 2045, 2064
GISS-E2-H, r5i1p2, rcp45, 0.94, 2039, 2058
GISS-E2-H, r5i1p3, rcp45, 0.94, 2033, 2052
GISS-E2-H, r6i1p3, rcp45, 0.94, 2025, 2044
GISS-E2-R-CC, r1i1p1, rcp45, 0.94, 2078, 2097
GISS-E2-R, r1i1p1, rcp45, 0.94, 2077, 2096
GISS-E2-R, r1i1p2, rcp45, 0.94, 2061, 2080
GISS-E2-R, r1i1p3, rcp45, 0.94, 2040, 2059
GISS-E2-R, r2i1p1, rcp45, 0.94, 2080, 2099
GISS-E2-R, r2i1p2, rcp45, 0.94, 2052, 2071
GISS-E2-R, r2i1p3, rcp45, 0.94, 2041, 2060
GISS-E2-R, r3i1p1, rcp45, 0.94, 2071, 2090
GISS-E2-R, r3i1p2, rcp45, 0.94, 2054, 2073
GISS-E2-R, r3i1p3, rcp45, 0.94, 2043, 2062
GISS-E2-R, r4i1p1, rcp45, 0.94, 2053, 2072
GISS-E2-R, r4i1p2, rcp45, 0.94, 2057, 2076
GISS-E2-R, r4i1p3, rcp45, 0.94, 2042, 2061
GISS-E2-R, r5i1p1, rcp45, 0.94, 2071, 2090
GISS-E2-R, r5i1p2, rcp45, 0.94, 2047, 2066
GISS-E2-R, r5i1p3, rcp45, 0.94, 2038, 2057
GISS-E2-R, r6i1p1, rcp45, 0.94, 2073, 2092
GISS-E2-R, r6i1p3, rcp45, 0.94, 2041, 2060
HadGEM2-AO, r1i1p1, rcp45, 0.94, 2030, 2049
HadGEM2-CC, r1i1p1, rcp45, 0.94, 2025, 2044
HadGEM2-ES, r1i1p1, rcp45, 0.94, 2025, 2044
HadGEM2-ES, r2i1p1, rcp45, 0.94, 2023, 2042
HadGEM2-ES, r3i1p1, rcp45, 0.94, 2025, 2044
HadGEM2-ES, r4i1p1, rcp45, 0.94, 2026, 2045
IPSL-CM5A-LR, r1i1p1, rcp45, 0.94, 2029, 2048
IPSL-CM5A-LR, r2i1p1, rcp45, 0.94, 2031, 2050
IPSL-CM5A-LR, r3i1p1, rcp45, 0.94, 2024, 2043
IPSL-CM5A-LR, r4i1p1, rcp45, 0.94, 2031, 2050
IPSL-CM5A-MR, r1i1p1, rcp45, 0.94, 2028, 2047
IPSL-CM5B-LR, r1i1p1, rcp45, 0.94, 2039, 2058
MIROC5, r1i1p1, rcp45, 0.94, 2037, 2056
MIROC5, r2i1p1, rcp45, 0.94, 2039, 2058
MIROC5, r3i1p1, rcp45, 0.94, 2036, 2055
MPI-ESM-LR, r1i1p1, rcp45, 0.94, 2040, 2059
MPI-ESM-LR, r2i1p1, rcp45, 0.94, 2036, 2055
MPI-ESM-LR, r3i1p1, rcp45, 0.94, 2035, 2054
MPI-ESM-MR, r1i1p1, rcp45, 0.94, 2038, 2057
MPI-ESM-MR, r2i1p1, rcp45, 0.94, 2042, 2061
MPI-ESM-MR, r3i1p1, rcp45, 0.94, 2043, 2062
MRI-CGCM3, r1i1p1, rcp45, 0.94, 2044, 2063
NorESM1-ME, r1i1p1, rcp45, 0.94, 2039, 2058
NorESM1-M, r1i1p1, rcp45, 0.94, 2039, 2058
bcc-csm1-1-m, r1i1p1, rcp45, 0.94, 2049, 2068
bcc-csm1-1, r1i1p1, rcp45, 0.94, 2039, 2058
inmcm4, r1i1p1, rcp45, 0.94, 2061, 2080
CCSM4, r1i1p1, rcp60, 0.94, 2039, 2058
CCSM4, r2i1p1, rcp60, 0.94, 2045, 2064
CCSM4, r3i1p1, rcp60, 0.94, 2046, 2065
CCSM4, r4i1p1, rcp60, 0.94, 2043, 2062
CCSM4, r5i1p1, rcp60, 0.94, 2049, 2068
CCSM4, r6i1p1, rcp60, 0.94, 2045, 2064
CESM1-CAM5, r1i1p1, rcp60, 0.94, 2034, 2053
CESM1-CAM5, r2i1p1, rcp60, 0.94, 2033, 2052
CESM1-CAM5, r3i1p1, rcp60, 0.94, 2036, 2055
CSIRO-Mk3-6-0, r1i1p1, rcp60, 0.94, 2042, 2061
CSIRO-Mk3-6-0, r2i1p1, rcp60, 0.94, 2039, 2058
CSIRO-Mk3-6-0, r3i1p1, rcp60, 0.94, 2046, 2065
CSIRO-Mk3-6-0, r4i1p1, rcp60, 0.94, 2040, 2059
CSIRO-Mk3-6-0, r5i1p1, rcp60, 0.94, 2043, 2062
CSIRO-Mk3-6-0, r6i1p1, rcp60, 0.94, 2038, 2057
CSIRO-Mk3-6-0, r7i1p1, rcp60, 0.94, 2043, 2062
CSIRO-Mk3-6-0, r8i1p1, rcp60, 0.94, 2043, 2062
CSIRO-Mk3-6-0, r9i1p1, rcp60, 0.94, 2038, 2057
CSIRO-Mk3-6-0, r10i1p1, rcp60, 0.94, 2043, 2062
FIO-ESM, r1i1p1, rcp60, 0.94, 2056, 2075
FIO-ESM, r2i1p1, rcp60, 0.94, 2061, 2080
FIO-ESM, r3i1p1, rcp60, 0.94, 2061, 2080
GFDL-CM3, r1i1p1, rcp60, 0.94, 2027, 2046
GFDL-ESM2G, r1i1p1, rcp60, 0.94, 2065, 2084
GFDL-ESM2M, r1i1p1, rcp60, 0.94, 2058, 2077
GISS-E2-H, r1i1p1, rcp60, 0.94, 2043, 2062
GISS-E2-H, r1i1p2, rcp60, 0.94, 2043, 2062
GISS-E2-H, r1i1p3, rcp60, 0.94, 2038, 2057
GISS-E2-R, r1i1p1, rcp60, 0.94, 2056, 2075
GISS-E2-R, r1i1p2, rcp60, 0.94, 2053, 2072
GISS-E2-R, r1i1p3, rcp60, 0.94, 2044, 2063
HadGEM2-AO, r1i1p1, rcp60, 0.94, 2043, 2062
HadGEM2-ES, r1i1p1, rcp60, 0.94, 2029, 2048
HadGEM2-ES, r2i1p1, rcp60, 0.94, 2026, 2045
HadGEM2-ES, r3i1p1, rcp60, 0.94, 2033, 2052
HadGEM2-ES, r4i1p1, rcp60, 0.94, 2028, 2047
IPSL-CM5A-LR, r1i1p1, rcp60, 0.94, 2032, 2051
IPSL-CM5A-MR, r1i1p1, rcp60, 0.94, 2036, 2055
MIROC5, r1i1p1, rcp60, 0.94, 2052, 2071
MIROC5, r2i1p1, rcp60, 0.94, 2046, 2065
MIROC5, r3i1p1, rcp60, 0.94, 2047, 2066
MRI-CGCM3, r1i1p1, rcp60, 0.94, 2050, 2069
NorESM1-ME, r1i1p1, rcp60, 0.94, 2050, 2069
NorESM1-M, r1i1p1, rcp60, 0.94, 2048, 2067
bcc-csm1-1-m, r1i1p1, rcp60, 0.94, 2049, 2068
bcc-csm1-1, r1i1p1, rcp60, 0.94, 2040, 2059
ACCESS1-0, r1i1p1, rcp85, 0.94, 2023, 2042
ACCESS1-3, r1i1p1, rcp85, 0.94, 2023, 2042
BNU-ESM, r1i1p1, rcp85, 0.94, 2021, 2040
CCSM4, r1i1p1, rcp85, 0.94, 2025, 2044
CCSM4, r2i1p1, rcp85, 0.94, 2030, 2049
CCSM4, r3i1p1, rcp85, 0.94, 2028, 2047
CCSM4, r4i1p1, rcp85, 0.94, 2028, 2047
CCSM4, r5i1p1, rcp85, 0.94, 2030, 2049
CCSM4, r6i1p1, rcp85, 0.94, 2031, 2050
CESM1-BGC, r1i1p1, rcp85, 0.94, 2027, 2046
CESM1-CAM5, r1i1p1, rcp85, 0.94, 2024, 2043
CESM1-CAM5, r2i1p1, rcp85, 0.94, 2024, 2043
CESM1-CAM5, r3i1p1, rcp85, 0.94, 2024, 2043
CMCC-CESM, r1i1p1, rcp85, 0.94, 2028, 2047
CMCC-CMS, r1i1p1, rcp85, 0.94, 2024, 2043
CMCC-CM, r1i1p1, rcp85, 0.94, 2025, 2044
CNRM-CM5, r1i1p1, rcp85, 0.94, 2030, 2049
CNRM-CM5, r2i1p1, rcp85, 0.94, 2029, 2048
CNRM-CM5, r4i1p1, rcp85, 0.94, 2029, 2048
CNRM-CM5, r6i1p1, rcp85, 0.94, 2030, 2049
CNRM-CM5, r10i1p1, rcp85, 0.94, 2033, 2052
CSIRO-Mk3-6-0, r1i1p1, rcp85, 0.94, 2028, 2047
CSIRO-Mk3-6-0, r2i1p1, rcp85, 0.94, 2029, 2048
CSIRO-Mk3-6-0, r3i1p1, rcp85, 0.94, 2029, 2048
CSIRO-Mk3-6-0, r4i1p1, rcp85, 0.94, 2026, 2045
CSIRO-Mk3-6-0, r5i1p1, rcp85, 0.94, 2025, 2044
CSIRO-Mk3-6-0, r6i1p1, rcp85, 0.94, 2026, 2045
CSIRO-Mk3-6-0, r7i1p1, rcp85, 0.94, 2026, 2045
CSIRO-Mk3-6-0, r8i1p1, rcp85, 0.94, 2028, 2047
CSIRO-Mk3-6-0, r9i1p1, rcp85, 0.94, 2025, 2044
CSIRO-Mk3-6-0, r10i1p1, rcp85, 0.94, 2024, 2043
CanESM2, r1i1p1, rcp85, 0.94, 2020, 2039
CanESM2, r2i1p1, rcp85, 0.94, 2019, 2038
CanESM2, r3i1p1, rcp85, 0.94, 2018, 2037
CanESM2, r4i1p1, rcp85, 0.94, 2019, 2038
CanESM2, r5i1p1, rcp85, 0.94, 2019, 2038
EC-EARTH, r1i1p1, rcp85, 0.94, 2028, 2047
EC-EARTH, r2i1p1, rcp85, 0.94, 2026, 2045
EC-EARTH, r5i1p1, rcp85, 0.94, 2035, 2054
EC-EARTH, r6i1p1, rcp85, 0.94, 2027, 2046
EC-EARTH, r8i1p1, rcp85, 0.94, 2031, 2050
EC-EARTH, r9i1p1, rcp85, 0.94, 2028, 2047
EC-EARTH, r12i1p1, rcp85, 0.94, 2025, 2044
FGOALS-g2, r1i1p1, rcp85, 0.94, 2027, 2046
FGOALS-s2, r3i1p1, rcp85, 0.94, 2021, 2040
FIO-ESM, r1i1p1, rcp85, 0.94, 2033, 2052
FIO-ESM, r2i1p1, rcp85, 0.94, 2030, 2049
FIO-ESM, r3i1p1, rcp85, 0.94, 2034, 2053
GFDL-CM3, r1i1p1, rcp85, 0.94, 2019, 2038
GFDL-ESM2G, r1i1p1, rcp85, 0.94, 2039, 2058
GFDL-ESM2M, r1i1p1, rcp85, 0.94, 2035, 2054
GISS-E2-H-CC, r1i1p1, rcp85, 0.94, 2032, 2051
GISS-E2-H, r1i1p1, rcp85, 0.94, 2028, 2047
GISS-E2-H, r1i1p2, rcp85, 0.94, 2029, 2048
GISS-E2-H, r1i1p3, rcp85, 0.94, 2026, 2045
GISS-E2-H, r2i1p1, rcp85, 0.94, 2027, 2046
GISS-E2-H, r2i1p3, rcp85, 0.94, 2021, 2040
GISS-E2-R-CC, r1i1p1, rcp85, 0.94, 2035, 2054
GISS-E2-R, r1i1p1, rcp85, 0.94, 2033, 2052
GISS-E2-R, r1i1p2, rcp85, 0.94, 2034, 2053
GISS-E2-R, r1i1p3, rcp85, 0.94, 2030, 2049
GISS-E2-R, r2i1p1, rcp85, 0.94, 2036, 2055
GISS-E2-R, r2i1p3, rcp85, 0.94, 2030, 2049
HadGEM2-AO, r1i1p1, rcp85, 0.94, 2031, 2050
HadGEM2-CC, r1i1p1, rcp85, 0.94, 2016, 2035
HadGEM2-ES, r1i1p1, rcp85, 0.94, 2019, 2038
HadGEM2-ES, r2i1p1, rcp85, 0.94, 2019, 2038
HadGEM2-ES, r3i1p1, rcp85, 0.94, 2021, 2040
HadGEM2-ES, r4i1p1, rcp85, 0.94, 2021, 2040
IPSL-CM5A-LR, r1i1p1, rcp85, 0.94, 2024, 2043
IPSL-CM5A-LR, r2i1p1, rcp85, 0.94, 2025, 2044
IPSL-CM5A-LR, r3i1p1, rcp85, 0.94, 2021, 2040
IPSL-CM5A-LR, r4i1p1, rcp85, 0.94, 2024, 2043
IPSL-CM5A-MR, r1i1p1, rcp85, 0.94, 2024, 2043
IPSL-CM5B-LR, r1i1p1, rcp85, 0.94, 2028, 2047
MIROC5, r1i1p1, rcp85, 0.94, 2032, 2051
MIROC5, r2i1p1, rcp85, 0.94, 2031, 2050
MIROC5, r3i1p1, rcp85, 0.94, 2029, 2048
MPI-ESM-LR, r1i1p1, rcp85, 0.94, 2029, 2048
MPI-ESM-LR, r2i1p1, rcp85, 0.94, 2027, 2046
MPI-ESM-LR, r3i1p1, rcp85, 0.94, 2026, 2045
MPI-ESM-MR, r1i1p1, rcp85, 0.94, 2031, 2050
MRI-CGCM3, r1i1p1, rcp85, 0.94, 2031, 2050
MRI-ESM1, r1i1p1, rcp85, 0.94, 2030, 2049
NorESM1-ME, r1i1p1, rcp85, 0.94, 2030, 2049
NorESM1-M, r1i1p1, rcp85, 0.94, 2029, 2048
bcc-csm1-1-m, r1i1p1, rcp85, 0.94, 2029, 2048
bcc-csm1-1, r1i1p1, rcp85, 0.94, 2031, 2050
inmcm4, r1i1p1, rcp85, 0.94, 2040, 2059
ACCESS1-0, r1i1p1, rcp85, 3.43, 2074, 2093
ACCESS1-3, r1i1p1, rcp85, 3.43, 2073, 2092
BNU-ESM, r1i1p1, rcp85, 3.43, 2070, 2089
CESM1-CAM5, r1i1p1, rcp85, 3.43, 2073, 2092
CESM1-CAM5, r2i1p1, rcp85, 3.43, 2072, 2091
CESM1-CAM5, r3i1p1, rcp85, 3.43, 2072, 2091
CMCC-CESM, r1i1p1, rcp85, 3.43, 2077, 2096
CMCC-CMS, r1i1p1, rcp85, 3.43, 2070, 2089
CMCC-CM, r1i1p1, rcp85, 3.43, 2073, 2092
CSIRO-Mk3-6-0, r1i1p1, rcp85, 3.43, 2076, 2095
CSIRO-Mk3-6-0, r2i1p1, rcp85, 3.43, 2077, 2096
CSIRO-Mk3-6-0, r3i1p1, rcp85, 3.43, 2075, 2094
CSIRO-Mk3-6-0, r4i1p1, rcp85, 3.43, 2074, 2093
CSIRO-Mk3-6-0, r5i1p1, rcp85, 3.43, 2074, 2093
CSIRO-Mk3-6-0, r6i1p1, rcp85, 3.43, 2073, 2092
CSIRO-Mk3-6-0, r7i1p1, rcp85, 3.43, 2076, 2095
CSIRO-Mk3-6-0, r8i1p1, rcp85, 3.43, 2076, 2095
CSIRO-Mk3-6-0, r9i1p1, rcp85, 3.43, 2074, 2093
CSIRO-Mk3-6-0, r10i1p1, rcp85, 3.43, 2073, 2092
CanESM2, r1i1p1, rcp85, 3.43, 2069, 2088
CanESM2, r2i1p1, rcp85, 3.43, 2068, 2087
CanESM2, r3i1p1, rcp85, 3.43, 2069, 2088
CanESM2, r4i1p1, rcp85, 3.43, 2068, 2087
CanESM2, r5i1p1, rcp85, 3.43, 2068, 2087
FGOALS-s2, r3i1p1, rcp85, 3.43, 2064, 2083
GFDL-CM3, r1i1p1, rcp85, 3.43, 2065, 2084
HadGEM2-AO, r1i1p1, rcp85, 3.43, 2074, 2093
HadGEM2-CC, r1i1p1, rcp85, 3.43, 2062, 2081
HadGEM2-ES, r1i1p1, rcp85, 3.43, 2066, 2085
HadGEM2-ES, r2i1p1, rcp85, 3.43, 2064, 2083
HadGEM2-ES, r3i1p1, rcp85, 3.43, 2065, 2084
HadGEM2-ES, r4i1p1, rcp85, 3.43, 2066, 2085
IPSL-CM5A-LR, r1i1p1, rcp85, 3.43, 2068, 2087
IPSL-CM5A-LR, r2i1p1, rcp85, 3.43, 2071, 2090
IPSL-CM5A-LR, r3i1p1, rcp85, 3.43, 2069, 2088
IPSL-CM5A-LR, r4i1p1, rcp85, 3.43, 2070, 2089
IPSL-CM5A-MR, r1i1p1, rcp85, 3.43, 2068, 2087
MPI-ESM-LR, r3i1p1, rcp85, 3.43, 2081, 2100
