# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2021-01-19 18:06:14
# reference years: 1861 to 1900
model, ensemble, exp, warming_level, start_year, end_year
CSIRO-Mk3-6-0, r8i1p1, rcp45, 1.0, 2005, 2024
CSIRO-Mk3-6-0, r9i1p1, rcp45, 1.0, 2011, 2030
CSIRO-Mk3-6-0, r10i1p1, rcp45, 1.0, 2003, 2022
CSIRO-Mk3L-1-2, r1i2p1, rcp45, 1.0, 2005, 2024
CSIRO-Mk3L-1-2, r2i2p1, rcp45, 1.0, 2000, 2019
CSIRO-Mk3L-1-2, r3i2p1, rcp45, 1.0, 2000, 2019
CanESM2, r1i1p1, rcp45, 1.0, 1992, 2011
CanESM2, r2i1p1, rcp45, 1.0, 1993, 2012
CanESM2, r3i1p1, rcp45, 1.0, 1993, 2012
CanESM2, r4i1p1, rcp45, 1.0, 1993, 2012
CanESM2, r5i1p1, rcp45, 1.0, 1993, 2012
EC-EARTH, r1i1p1, rcp45, 1.0, 1991, 2010
EC-EARTH, r2i1p1, rcp45, 1.0, 1990, 2009
EC-EARTH, r5i1p1, rcp45, 1.0, 1988, 2007
EC-EARTH, r8i1p1, rcp45, 1.0, 1989, 2008
EC-EARTH, r9i1p1, rcp45, 1.0, 1991, 2010
EC-EARTH, r12i1p1, rcp45, 1.0, 1995, 2014
FGOALS-g2, r1i1p1, rcp45, 1.0, 2006, 2025
FIO-ESM, r1i1p1, rcp45, 1.0, 1995, 2014
FIO-ESM, r2i1p1, rcp45, 1.0, 1999, 2018
FIO-ESM, r3i1p1, rcp45, 1.0, 1992, 2011
GFDL-CM3, r1i1p1, rcp45, 1.0, 2001, 2020
GFDL-CM3, r3i1p1, rcp45, 1.0, 2005, 2024
GFDL-CM3, r5i1p1, rcp45, 1.0, 2006, 2025
GFDL-ESM2G, r1i1p1, rcp45, 1.0, 2007, 2026
GFDL-ESM2M, r1i1p1, rcp45, 1.0, 2003, 2022
GISS-E2-H-CC, r1i1p1, rcp45, 1.0, 1987, 2006
GISS-E2-H, r1i1p1, rcp45, 1.0, 1994, 2013
GISS-E2-H, r1i1p2, rcp45, 1.0, 1998, 2017
GISS-E2-H, r1i1p3, rcp45, 1.0, 1993, 2012
GISS-E2-H, r2i1p1, rcp45, 1.0, 1994, 2013
GISS-E2-H, r2i1p2, rcp45, 1.0, 1999, 2018
GISS-E2-H, r2i1p3, rcp45, 1.0, 1987, 2006
GISS-E2-H, r3i1p1, rcp45, 1.0, 1994, 2013
GISS-E2-H, r3i1p2, rcp45, 1.0, 1998, 2017
GISS-E2-H, r3i1p3, rcp45, 1.0, 1992, 2011
GISS-E2-H, r4i1p1, rcp45, 1.0, 1994, 2013
GISS-E2-H, r4i1p2, rcp45, 1.0, 2000, 2019
GISS-E2-H, r4i1p3, rcp45, 1.0, 1992, 2011
GISS-E2-H, r5i1p1, rcp45, 1.0, 1994, 2013
GISS-E2-H, r5i1p2, rcp45, 1.0, 2000, 2019
GISS-E2-H, r5i1p3, rcp45, 1.0, 1993, 2012
GISS-E2-H, r6i1p3, rcp45, 1.0, 1994, 2013
GISS-E2-R-CC, r1i1p1, rcp45, 1.0, 2000, 2019
GISS-E2-R, r1i1p1, rcp45, 1.0, 2004, 2023
GISS-E2-R, r1i1p2, rcp45, 1.0, 2012, 2031
GISS-E2-R, r1i1p3, rcp45, 1.0, 1999, 2018
GISS-E2-R, r2i1p1, rcp45, 1.0, 2002, 2021
GISS-E2-R, r2i1p2, rcp45, 1.0, 2012, 2031
GISS-E2-R, r2i1p3, rcp45, 1.0, 1997, 2016
GISS-E2-R, r3i1p1, rcp45, 1.0, 2003, 2022
GISS-E2-R, r3i1p2, rcp45, 1.0, 2011, 2030
GISS-E2-R, r3i1p3, rcp45, 1.0, 1997, 2016
GISS-E2-R, r4i1p1, rcp45, 1.0, 2002, 2021
GISS-E2-R, r4i1p2, rcp45, 1.0, 2010, 2029
GISS-E2-R, r4i1p3, rcp45, 1.0, 1996, 2015
GISS-E2-R, r5i1p1, rcp45, 1.0, 2002, 2021
GISS-E2-R, r5i1p2, rcp45, 1.0, 2014, 2033
GISS-E2-R, r5i1p3, rcp45, 1.0, 1998, 2017
GISS-E2-R, r6i1p1, rcp45, 1.0, 2000, 2019
GISS-E2-R, r6i1p3, rcp45, 1.0, 1997, 2016
HadGEM2-AO, r1i1p1, rcp45, 1.0, 1997, 2016
HadGEM2-CC, r1i1p1, rcp45, 1.0, 2012, 2031
HadGEM2-ES, r1i1p1, rcp45, 1.0, 2003, 2022
HadGEM2-ES, r2i1p1, rcp45, 1.0, 2006, 2025
HadGEM2-ES, r3i1p1, rcp45, 1.0, 2006, 2025
HadGEM2-ES, r4i1p1, rcp45, 1.0, 2001, 2020
IPSL-CM5A-LR, r1i1p1, rcp45, 1.0, 1985, 2004
IPSL-CM5A-LR, r2i1p1, rcp45, 1.0, 1984, 2003
IPSL-CM5A-LR, r3i1p1, rcp45, 1.0, 1987, 2006
IPSL-CM5A-LR, r4i1p1, rcp45, 1.0, 1985, 2004
IPSL-CM5A-MR, r1i1p1, rcp45, 1.0, 1992, 2011
IPSL-CM5B-LR, r1i1p1, rcp45, 1.0, 1994, 2013
MIROC5, r1i1p1, rcp45, 1.0, 2009, 2028
MIROC5, r2i1p1, rcp45, 1.0, 2006, 2025
MIROC5, r3i1p1, rcp45, 1.0, 2003, 2022
MPI-ESM-LR, r1i1p1, rcp45, 1.0, 1993, 2012
MPI-ESM-LR, r2i1p1, rcp45, 1.0, 1988, 2007
MPI-ESM-LR, r3i1p1, rcp45, 1.0, 1994, 2013
MPI-ESM-MR, r1i1p1, rcp45, 1.0, 1990, 2009
MPI-ESM-MR, r2i1p1, rcp45, 1.0, 1994, 2013
MPI-ESM-MR, r3i1p1, rcp45, 1.0, 1990, 2009
MRI-CGCM3, r1i1p1, rcp45, 1.0, 2018, 2037
NorESM1-ME, r1i1p1, rcp45, 1.0, 2007, 2026
NorESM1-M, r1i1p1, rcp45, 1.0, 2009, 2028
bcc-csm1-1-m, r1i1p1, rcp45, 1.0, 1988, 2007
bcc-csm1-1, r1i1p1, rcp45, 1.0, 1989, 2008
inmcm4, r1i1p1, rcp45, 1.0, 2019, 2038
CCSM4, r1i1p1, rcp60, 1.0, 1987, 2006
CCSM4, r2i1p1, rcp60, 1.0, 1986, 2005
CCSM4, r3i1p1, rcp60, 1.0, 1988, 2007
CCSM4, r4i1p1, rcp60, 1.0, 1986, 2005
CCSM4, r5i1p1, rcp60, 1.0, 1987, 2006
CCSM4, r6i1p1, rcp60, 1.0, 1988, 2007
CESM1-CAM5, r1i1p1, rcp60, 1.0, 2004, 2023
CESM1-CAM5, r2i1p1, rcp60, 1.0, 2006, 2025
CESM1-CAM5, r3i1p1, rcp60, 1.0, 2004, 2023
CSIRO-Mk3-6-0, r1i1p1, rcp60, 1.0, 2020, 2039
CSIRO-Mk3-6-0, r2i1p1, rcp60, 1.0, 2018, 2037
CSIRO-Mk3-6-0, r3i1p1, rcp60, 1.0, 2014, 2033
CSIRO-Mk3-6-0, r4i1p1, rcp60, 1.0, 2015, 2034
CSIRO-Mk3-6-0, r5i1p1, rcp60, 1.0, 2007, 2026
CSIRO-Mk3-6-0, r6i1p1, rcp60, 1.0, 2006, 2025
CSIRO-Mk3-6-0, r7i1p1, rcp60, 1.0, 2005, 2024
CSIRO-Mk3-6-0, r8i1p1, rcp60, 1.0, 2013, 2032
CSIRO-Mk3-6-0, r9i1p1, rcp60, 1.0, 2013, 2032
CSIRO-Mk3-6-0, r10i1p1, rcp60, 1.0, 2004, 2023
FIO-ESM, r1i1p1, rcp60, 1.0, 1994, 2013
FIO-ESM, r2i1p1, rcp60, 1.0, 2000, 2019
FIO-ESM, r3i1p1, rcp60, 1.0, 1992, 2011
GFDL-CM3, r1i1p1, rcp60, 1.0, 2000, 2019
GFDL-ESM2G, r1i1p1, rcp60, 1.0, 2014, 2033
GFDL-ESM2M, r1i1p1, rcp60, 1.0, 2005, 2024
GISS-E2-H, r1i1p1, rcp60, 1.0, 1993, 2012
GISS-E2-H, r1i1p2, rcp60, 1.0, 1998, 2017
GISS-E2-H, r1i1p3, rcp60, 1.0, 1993, 2012
GISS-E2-R, r1i1p1, rcp60, 1.0, 2003, 2022
GISS-E2-R, r1i1p2, rcp60, 1.0, 2011, 2030
GISS-E2-R, r1i1p3, rcp60, 1.0, 1999, 2018
HadGEM2-AO, r1i1p1, rcp60, 1.0, 2014, 2033
HadGEM2-ES, r1i1p1, rcp60, 1.0, 2002, 2021
HadGEM2-ES, r2i1p1, rcp60, 1.0, 2009, 2028
HadGEM2-ES, r3i1p1, rcp60, 1.0, 2006, 2025
HadGEM2-ES, r4i1p1, rcp60, 1.0, 2001, 2020
IPSL-CM5A-LR, r1i1p1, rcp60, 1.0, 1985, 2004
IPSL-CM5A-MR, r1i1p1, rcp60, 1.0, 1992, 2011
MIROC5, r1i1p1, rcp60, 1.0, 2015, 2034
MIROC5, r2i1p1, rcp60, 1.0, 2011, 2030
MIROC5, r3i1p1, rcp60, 1.0, 2001, 2020
MRI-CGCM3, r1i1p1, rcp60, 1.0, 2021, 2040
NorESM1-ME, r1i1p1, rcp60, 1.0, 2009, 2028
NorESM1-M, r1i1p1, rcp60, 1.0, 2012, 2031
bcc-csm1-1-m, r1i1p1, rcp60, 1.0, 1988, 2007
bcc-csm1-1, r1i1p1, rcp60, 1.0, 1989, 2008
ACCESS1-0, r1i1p1, rcp85, 1.0, 2004, 2023
ACCESS1-3, r1i1p1, rcp85, 1.0, 2006, 2025
BNU-ESM, r1i1p1, rcp85, 1.0, 1984, 2003
CCSM4, r1i1p1, rcp85, 1.0, 1988, 2007
CCSM4, r2i1p1, rcp85, 1.0, 1986, 2005
CCSM4, r3i1p1, rcp85, 1.0, 1989, 2008
CCSM4, r4i1p1, rcp85, 1.0, 1986, 2005
CCSM4, r5i1p1, rcp85, 1.0, 1987, 2006
CCSM4, r6i1p1, rcp85, 1.0, 1987, 2006
CESM1-BGC, r1i1p1, rcp85, 1.0, 1990, 2009
CESM1-CAM5, r1i1p1, rcp85, 1.0, 2002, 2021
CESM1-CAM5, r2i1p1, rcp85, 1.0, 2004, 2023
CESM1-CAM5, r3i1p1, rcp85, 1.0, 2003, 2022
CMCC-CESM, r1i1p1, rcp85, 1.0, 2013, 2032
CMCC-CMS, r1i1p1, rcp85, 1.0, 2008, 2027
CMCC-CM, r1i1p1, rcp85, 1.0, 2006, 2025
CNRM-CM5, r1i1p1, rcp85, 1.0, 2003, 2022
CNRM-CM5, r2i1p1, rcp85, 1.0, 2005, 2024
CNRM-CM5, r4i1p1, rcp85, 1.0, 2001, 2020
CNRM-CM5, r6i1p1, rcp85, 1.0, 1998, 2017
CNRM-CM5, r10i1p1, rcp85, 1.0, 1994, 2013
CSIRO-Mk3-6-0, r1i1p1, rcp85, 1.0, 2010, 2029
CSIRO-Mk3-6-0, r2i1p1, rcp85, 1.0, 2011, 2030
CSIRO-Mk3-6-0, r3i1p1, rcp85, 1.0, 2006, 2025
CSIRO-Mk3-6-0, r4i1p1, rcp85, 1.0, 2013, 2032
CSIRO-Mk3-6-0, r5i1p1, rcp85, 1.0, 2004, 2023
CSIRO-Mk3-6-0, r6i1p1, rcp85, 1.0, 2008, 2027
CSIRO-Mk3-6-0, r7i1p1, rcp85, 1.0, 2004, 2023
CSIRO-Mk3-6-0, r8i1p1, rcp85, 1.0, 2008, 2027
CSIRO-Mk3-6-0, r9i1p1, rcp85, 1.0, 2010, 2029
CSIRO-Mk3-6-0, r10i1p1, rcp85, 1.0, 2002, 2021
CanESM2, r1i1p1, rcp85, 1.0, 1991, 2010
CanESM2, r2i1p1, rcp85, 1.0, 1994, 2013
CanESM2, r3i1p1, rcp85, 1.0, 1993, 2012
CanESM2, r4i1p1, rcp85, 1.0, 1992, 2011
CanESM2, r5i1p1, rcp85, 1.0, 1992, 2011
EC-EARTH, r1i1p1, rcp85, 1.0, 1991, 2010
