# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2025-11-07 09:31:15
# reference years: 1850 to 1900
model, ensemble, exp, warming_level, start_year, end_year
CIESM, r1i1p1f1, ssp245, 1.0, 1986, 2005
CMCC-CM2-SR5, r1i1p1f1, ssp245, 1.0, 1993, 2012
CMCC-ESM2, r1i1p1f1, ssp245, 1.0, 1994, 2013
CNRM-CM6-1-HR, r1i1p1f2, ssp245, 1.0, 1994, 2013
CNRM-CM6-1, r1i1p1f2, ssp245, 1.0, 2004, 2023
CNRM-ESM2-1, r1i1p1f2, ssp245, 1.0, 2007, 2026
CanESM5-1, r1i1p1f1, ssp245, 1.0, 1988, 2007
CanESM5-CanOE, r1i1p2f1, ssp245, 1.0, 1986, 2005
CanESM5, r1i1p1f1, ssp245, 1.0, 1990, 2009
EC-Earth3-CC, r1i1p1f1, ssp245, 1.0, 1984, 2003
EC-Earth3-Veg-LR, r1i1p1f1, ssp245, 1.0, 1997, 2016
EC-Earth3-Veg, r1i1p1f1, ssp245, 1.0, 1984, 2003
EC-Earth3, r1i1p1f1, ssp245, 1.0, 1999, 2018
FGOALS-f3-L, r1i1p1f1, ssp245, 1.0, 1992, 2011
FGOALS-g3, r1i1p1f1, ssp245, 1.0, 1997, 2016
FIO-ESM-2-0, r1i1p1f1, ssp245, 1.0, 1987, 2006
GFDL-CM4, r1i1p1f1, ssp245, 1.0, 2006, 2025
GFDL-ESM4, r1i1p1f1, ssp245, 1.0, 2009, 2028
GISS-E2-1-G, r1i1p1f2, ssp245, 1.0, 2004, 2023
GISS-E2-1-H, r1i1p1f2, ssp245, 1.0, 2004, 2023
GISS-E2-2-G, r1i1p3f1, ssp245, 1.0, 2021, 2040
HadGEM3-GC31-LL, r1i1p1f3, ssp245, 1.0, 2000, 2019
IITM-ESM, r1i1p1f1, ssp245, 1.0, 2000, 2019
INM-CM4-8, r1i1p1f1, ssp245, 1.0, 2005, 2024
INM-CM5-0, r1i1p1f1, ssp245, 1.0, 2008, 2027
IPSL-CM6A-LR, r1i1p1f1, ssp245, 1.0, 1993, 2012
KACE-1-0-G, r1i1p1f1, ssp245, 1.0, 1991, 2010
KIOST-ESM, r1i1p1f1, ssp245, 1.0, 1993, 2012
MCM-UA-1-0, r1i1p1f2, ssp245, 1.0, 1994, 2013
MIROC6, r1i1p1f1, ssp245, 1.0, 2016, 2035
MIROC-ES2L, r1i1p1f2, ssp245, 1.0, 2010, 2029
MPI-ESM1-2-HR, r1i1p1f1, ssp245, 1.0, 2002, 2021
MPI-ESM1-2-LR, r1i1p1f1, ssp245, 1.0, 2003, 2022
MRI-ESM2-0, r1i1p1f1, ssp245, 1.0, 2005, 2024
NESM3, r1i1p1f1, ssp245, 1.0, 2000, 2019
NorESM2-LM, r1i1p1f1, ssp245, 1.0, 2020, 2039
NorESM2-MM, r1i1p1f1, ssp245, 1.0, 2019, 2038
TaiESM1, r1i1p1f1, ssp245, 1.0, 2010, 2029
UKESM1-0-LL, r1i1p1f2, ssp245, 1.0, 2004, 2023
ACCESS-CM2, r1i1p1f1, ssp370, 1.0, 2006, 2025
ACCESS-ESM1-5, r1i1p1f1, ssp370, 1.0, 2004, 2023
AWI-CM-1-1-MR, r1i1p1f1, ssp370, 1.0, 1993, 2012
BCC-CSM2-MR, r1i1p1f1, ssp370, 1.0, 2008, 2027
CAMS-CSM1-0, r1i1p1f1, ssp370, 1.0, 2015, 2034
CAS-ESM2-0, r1i1p1f1, ssp370, 1.0, 2014, 2033
CESM2-FV2, r1i2p2f1, ssp370, 1.0, 2000, 2019
CESM2-WACCM, r1i1p1f1, ssp370, 1.0, 1997, 2016
CESM2, r1i1p1f1, ssp370, 1.0, 2000, 2019
CMCC-CM2-SR5, r1i1p1f1, ssp370, 1.0, 1993, 2012
CMCC-ESM2, r1i1p1f1, ssp370, 1.0, 1994, 2013
CNRM-CM6-1-HR, r1i1p1f2, ssp370, 1.0, 1994, 2013
CNRM-CM6-1, r1i1p1f2, ssp370, 1.0, 2004, 2023
CNRM-ESM2-1, r1i1p1f2, ssp370, 1.0, 2009, 2028
CanESM5-1, r1i1p1f1, ssp370, 1.0, 1988, 2007
CanESM5-CanOE, r1i1p2f1, ssp370, 1.0, 1986, 2005
CanESM5, r1i1p1f1, ssp370, 1.0, 1990, 2009
E3SM-1-0, r4i2p2f1, ssp370, 1.0, 2009, 2028
E3SM-2-0, r1i1p1f1, ssp370, 1.0, 2018, 2037
EC-Earth3-AerChem, r1i1p1f1, ssp370, 1.0, 2009, 2028
EC-Earth3-Veg-LR, r1i1p1f1, ssp370, 1.0, 1998, 2017
EC-Earth3-Veg, r1i1p1f1, ssp370, 1.0, 1984, 2003
EC-Earth3, r1i1p1f1, ssp370, 1.0, 1999, 2018
FGOALS-f3-L, r1i1p1f1, ssp370, 1.0, 1992, 2011
FGOALS-g3, r1i1p1f1, ssp370, 1.0, 1997, 2016
GFDL-ESM4, r1i1p1f1, ssp370, 1.0, 2012, 2031
GISS-E2-1-G, r1i1p1f2, ssp370, 1.0, 2004, 2023
GISS-E2-1-H, r1i1p1f2, ssp370, 1.0, 2005, 2024
GISS-E2-2-G, r1i1p3f1, ssp370, 1.0, 2020, 2039
INM-CM4-8, r1i1p1f1, ssp370, 1.0, 2007, 2026
INM-CM5-0, r1i1p1f1, ssp370, 1.0, 2006, 2025
IPSL-CM5A2-INCA, r1i1p1f1, ssp370, 1.0, 1987, 2006
IPSL-CM6A-LR, r1i1p1f1, ssp370, 1.0, 1993, 2012
KACE-1-0-G, r1i1p1f1, ssp370, 1.0, 1991, 2010
MCM-UA-1-0, r1i1p1f2, ssp370, 1.0, 1994, 2013
MIROC6, r1i1p1f1, ssp370, 1.0, 2017, 2036
MIROC-ES2L, r1i1p1f2, ssp370, 1.0, 2010, 2029
MPI-ESM1-2-HR, r1i1p1f1, ssp370, 1.0, 2001, 2020
MPI-ESM1-2-LR, r1i1p1f1, ssp370, 1.0, 2004, 2023
MRI-ESM2-0, r1i1p1f1, ssp370, 1.0, 2005, 2024
NorESM2-LM, r1i1p1f1, ssp370, 1.0, 2023, 2042
NorESM2-MM, r1i1p1f1, ssp370, 1.0, 2022, 2041
TaiESM1, r1i1p1f1, ssp370, 1.0, 2010, 2029
UKESM1-0-LL, r1i1p1f2, ssp370, 1.0, 2004, 2023
UKESM1-1-LL, r1i1p1f2, ssp370, 1.0, 1997, 2016
ACCESS-CM2, r1i1p1f1, ssp585, 1.0, 2005, 2024
ACCESS-ESM1-5, r1i1p1f1, ssp585, 1.0, 2004, 2023
AWI-CM-1-1-MR, r1i1p1f1, ssp585, 1.0, 1993, 2012
AWI-ESM-1-REcoM, r1i1p1f1, ssp585, 1.0, 1992, 2011
BCC-CSM2-MR, r1i1p1f1, ssp585, 1.0, 2008, 2027
CAMS-CSM1-0, r1i1p1f1, ssp585, 1.0, 2013, 2032
CAS-ESM2-0, r1i1p1f1, ssp585, 1.0, 2011, 2030
CESM2-FV2, r1i2p2f1, ssp585, 1.0, 1999, 2018
CESM2-WACCM, r1i1p1f1, ssp585, 1.0, 1997, 2016
CESM2, r1i1p1f1, ssp585, 1.0, 2000, 2019
CIESM, r1i1p1f1, ssp585, 1.0, 1986, 2005
CMCC-CM2-SR5, r1i1p1f1, ssp585, 1.0, 1993, 2012
CMCC-ESM2, r1i1p1f1, ssp585, 1.0, 1994, 2013
CNRM-CM6-1-HR, r1i1p1f2, ssp585, 1.0, 1994, 2013
CNRM-CM6-1, r1i1p1f2, ssp585, 1.0, 2004, 2023
CNRM-ESM2-1, r1i1p1f2, ssp585, 1.0, 2007, 2026
CanESM5-1, r1i1p1f1, ssp585, 1.0, 1988, 2007
CanESM5-CanOE, r1i1p2f1, ssp585, 1.0, 1986, 2005
CanESM5, r1i1p1f1, ssp585, 1.0, 1990, 2009
E3SM-1-0, r1i1p1f1, ssp585, 1.0, 2004, 2023
E3SM-1-1, r1i1p1f1, ssp585, 1.0, 2006, 2025
EC-Earth3-CC, r1i1p1f1, ssp585, 1.0, 1984, 2003
EC-Earth3-Veg-LR, r1i1p1f1, ssp585, 1.0, 1997, 2016
EC-Earth3-Veg, r1i1p1f1, ssp585, 1.0, 1984, 2003
EC-Earth3, r1i1p1f1, ssp585, 1.0, 1999, 2018
FGOALS-f3-L, r1i1p1f1, ssp585, 1.0, 1992, 2011
FGOALS-g3, r1i1p1f1, ssp585, 1.0, 1997, 2016
FIO-ESM-2-0, r1i1p1f1, ssp585, 1.0, 1987, 2006
GFDL-CM4, r1i1p1f1, ssp585, 1.0, 2005, 2024
GFDL-ESM4, r1i1p1f1, ssp585, 1.0, 2012, 2031
GISS-E2-1-G, r1i1p1f2, ssp585, 1.0, 2004, 2023
GISS-E2-1-H, r1i1p1f2, ssp585, 1.0, 2003, 2022
GISS-E2-2-G, r1i1p3f1, ssp585, 1.0, 2018, 2037
HadGEM3-GC31-LL, r1i1p1f3, ssp585, 1.0, 2000, 2019
HadGEM3-GC31-MM, r1i1p1f3, ssp585, 1.0, 2004, 2023
IITM-ESM, r1i1p1f1, ssp585, 1.0, 2001, 2020
INM-CM4-8, r1i1p1f1, ssp585, 1.0, 2004, 2023
INM-CM5-0, r1i1p1f1, ssp585, 1.0, 2006, 2025
IPSL-CM6A-LR, r1i1p1f1, ssp585, 1.0, 1993, 2012
KACE-1-0-G, r1i1p1f1, ssp585, 1.0, 1991, 2010
KIOST-ESM, r1i1p1f1, ssp585, 1.0, 1993, 2012
MCM-UA-1-0, r1i1p1f2, ssp585, 1.0, 1994, 2013
MIROC6, r1i1p1f1, ssp585, 1.0, 2013, 2032
MIROC-ES2L, r1i1p1f2, ssp585, 1.0, 2010, 2029
MPI-ESM1-2-HR, r1i1p1f1, ssp585, 1.0, 2002, 2021
MPI-ESM1-2-LR, r1i1p1f1, ssp585, 1.0, 2003, 2022
MRI-ESM2-0, r1i1p1f1, ssp585, 1.0, 2004, 2023
NESM3, r1i1p1f1, ssp585, 1.0, 1999, 2018
NorESM2-LM, r1i1p1f1, ssp585, 1.0, 2014, 2033
NorESM2-MM, r1i1p1f1, ssp585, 1.0, 2016, 2035
TaiESM1, r1i1p1f1, ssp585, 1.0, 2008, 2027
UKESM1-0-LL, r1i1p1f2, ssp585, 1.0, 2004, 2023
CNRM-ESM2-1, r1i1p1f2, ssp119, 1.2, 2016, 2035
CanESM5-1, r1i1p1f1, ssp119, 1.2, 1994, 2013
CanESM5, r1i1p1f1, ssp119, 1.2, 1995, 2014
EC-Earth3-Veg-LR, r1i1p1f1, ssp119, 1.2, 2007, 2026
EC-Earth3-Veg, r1i1p1f1, ssp119, 1.2, 1992, 2011
EC-Earth3, r4i1p1f1, ssp119, 1.2, 1996, 2015
FGOALS-g3, r1i1p1f1, ssp119, 1.2, 2009, 2028
GFDL-ESM4, r1i1p1f1, ssp119, 1.2, 2020, 2039
GISS-E2-1-G, r1i1p1f2, ssp119, 1.2, 2013, 2032
GISS-E2-1-H, r1i1p1f2, ssp119, 1.2, 2008, 2027
IPSL-CM6A-LR, r1i1p1f1, ssp119, 1.2, 2000, 2019
MIROC6, r1i1p1f1, ssp119, 1.2, 2028, 2047
MIROC-ES2L, r1i1p1f2, ssp119, 1.2, 2018, 2037
MPI-ESM1-2-LR, r1i1p1f1, ssp119, 1.2, 2017, 2036
MRI-ESM2-0, r1i1p1f1, ssp119, 1.2, 2012, 2031
UKESM1-0-LL, r1i1p1f2, ssp119, 1.2, 2007, 2026
ACCESS-CM2, r1i1p1f1, ssp126, 1.2, 2010, 2029
ACCESS-ESM1-5, r1i1p1f1, ssp126, 1.2, 2011, 2030
AWI-CM-1-1-MR, r1i1p1f1, ssp126, 1.2, 2000, 2019
AWI-ESM-1-REcoM, r1i1p1f1, ssp126, 1.2, 1998, 2017
BCC-CSM2-MR, r1i1p1f1, ssp126, 1.2, 2016, 2035
CAMS-CSM1-0, r1i1p1f1, ssp126, 1.2, 2037, 2056
CAS-ESM2-0, r1i1p1f1, ssp126, 1.2, 2018, 2037
CESM2-WACCM, r1i1p1f1, ssp126, 1.2, 2002, 2021
CESM2, r1i1p1f1, ssp126, 1.2, 2007, 2026
CIESM, r1i1p1f1, ssp126, 1.2, 1995, 2014
CMCC-CM2-SR5, r1i1p1f1, ssp126, 1.2, 1997, 2016
CMCC-ESM2, r1i1p1f1, ssp126, 1.2, 2007, 2026
CNRM-CM6-1-HR, r1i1p1f2, ssp126, 1.2, 2001, 2020
CNRM-CM6-1, r1i1p1f2, ssp126, 1.2, 2008, 2027
CNRM-ESM2-1, r1i1p1f2, ssp126, 1.2, 2015, 2034
CanESM5-1, r1i1p1f1, ssp126, 1.2, 1994, 2013
CanESM5-CanOE, r1i1p2f1, ssp126, 1.2, 1993, 2012
CanESM5, r1i1p1f1, ssp126, 1.2, 1995, 2014
EC-Earth3-Veg-LR, r1i1p1f1, ssp126, 1.2, 2005, 2024
EC-Earth3-Veg, r1i1p1f1, ssp126, 1.2, 1992, 2011
EC-Earth3, r1i1p1f1, ssp126, 1.2, 2004, 2023
FGOALS-f3-L, r1i1p1f1, ssp126, 1.2, 2001, 2020
FGOALS-g3, r1i1p1f1, ssp126, 1.2, 2006, 2025
FIO-ESM-2-0, r1i1p1f1, ssp126, 1.2, 1996, 2015
GFDL-ESM4, r1i1p1f1, ssp126, 1.2, 2020, 2039
GISS-E2-1-G, r1i1p1f2, ssp126, 1.2, 2007, 2026
GISS-E2-1-H, r1i1p1f2, ssp126, 1.2, 2009, 2028
GISS-E2-2-G, r1i1p3f1, ssp126, 1.2, 2025, 2044
HadGEM3-GC31-LL, r1i1p1f3, ssp126, 1.2, 2004, 2023
HadGEM3-GC31-MM, r1i1p1f3, ssp126, 1.2, 2012, 2031
IITM-ESM, r1i1p1f1, ssp126, 1.2, 2010, 2029
INM-CM4-8, r1i1p1f1, ssp126, 1.2, 2016, 2035
INM-CM5-0, r1i1p1f1, ssp126, 1.2, 2014, 2033
IPSL-CM5A2-INCA, r1i1p1f1, ssp126, 1.2, 1993, 2012
IPSL-CM6A-LR, r1i1p1f1, ssp126, 1.2, 2000, 2019
KACE-1-0-G, r1i1p1f1, ssp126, 1.2, 1997, 2016
KIOST-ESM, r1i1p1f1, ssp126, 1.2, 1998, 2017
MCM-UA-1-0, r1i1p1f2, ssp126, 1.2, 1999, 2018
MIROC6, r1i1p1f1, ssp126, 1.2, 2025, 2044
MIROC-ES2L, r1i1p1f2, ssp126, 1.2, 2018, 2037
MPI-ESM1-2-HR, r1i1p1f1, ssp126, 1.2, 2010, 2029
MPI-ESM1-2-LR, r1i1p1f1, ssp126, 1.2, 2013, 2032
MRI-ESM2-0, r1i1p1f1, ssp126, 1.2, 2011, 2030
NESM3, r1i1p1f1, ssp126, 1.2, 2004, 2023
NorESM2-LM, r1i1p1f1, ssp126, 1.2, 2041, 2060
NorESM2-MM, r1i1p1f1, ssp126, 1.2, 2031, 2050
TaiESM1, r1i1p1f1, ssp126, 1.2, 2013, 2032
UKESM1-0-LL, r1i1p1f2, ssp126, 1.2, 2007, 2026
UKESM1-1-LL, r1i1p1f2, ssp126, 1.2, 2003, 2022
ACCESS-CM2, r1i1p1f1, ssp245, 1.2, 2011, 2030
ACCESS-ESM1-5, r1i1p1f1, ssp245, 1.2, 2011, 2030
AWI-CM-1-1-MR, r1i1p1f1, ssp245, 1.2, 2000, 2019
AWI-ESM-1-REcoM, r1i1p1f1, ssp245, 1.2, 1998, 2017
BCC-CSM2-MR, r1i1p1f1, ssp245, 1.2, 2016, 2035
CAMS-CSM1-0, r1i1p1f1, ssp245, 1.2, 2030, 2049
CAS-ESM2-0, r1i1p1f1, ssp245, 1.2, 2018, 2037
CESM2-WACCM, r1i1p1f1, ssp245, 1.2, 2005, 2024
CESM2, r1i1p1f1, ssp245, 1.2, 2008, 2027
CIESM, r1i1p1f1, ssp245, 1.2, 1995, 2014
CMCC-CM2-SR5, r1i1p1f1, ssp245, 1.2, 1997, 2016
CMCC-ESM2, r1i1p1f1, ssp245, 1.2, 2007, 2026
CNRM-CM6-1-HR, r1i1p1f2, ssp245, 1.2, 2001, 2020
CNRM-CM6-1, r1i1p1f2, ssp245, 1.2, 2010, 2029
CNRM-ESM2-1, r1i1p1f2, ssp245, 1.2, 2015, 2034
CanESM5-1, r1i1p1f1, ssp245, 1.2, 1994, 2013
CanESM5-CanOE, r1i1p2f1, ssp245, 1.2, 1993, 2012
CanESM5, r1i1p1f1, ssp245, 1.2, 1995, 2014
EC-Earth3-CC, r1i1p1f1, ssp245, 1.2, 1991, 2010
EC-Earth3-Veg-LR, r1i1p1f1, ssp245, 1.2, 2005, 2024
EC-Earth3-Veg, r1i1p1f1, ssp245, 1.2, 1992, 2011
EC-Earth3, r1i1p1f1, ssp245, 1.2, 2004, 2023
FGOALS-f3-L, r1i1p1f1, ssp245, 1.2, 2001, 2020
FGOALS-g3, r1i1p1f1, ssp245, 1.2, 2006, 2025
FIO-ESM-2-0, r1i1p1f1, ssp245, 1.2, 1996, 2015
GFDL-CM4, r1i1p1f1, ssp245, 1.2, 2012, 2031
GFDL-ESM4, r1i1p1f1, ssp245, 1.2, 2018, 2037
GISS-E2-1-G, r1i1p1f2, ssp245, 1.2, 2007, 2026
GISS-E2-1-H, r1i1p1f2, ssp245, 1.2, 2010, 2029
GISS-E2-2-G, r1i1p3f1, ssp245, 1.2, 2027, 2046
HadGEM3-GC31-LL, r1i1p1f3, ssp245, 1.2, 2004, 2023
IITM-ESM, r1i1p1f1, ssp245, 1.2, 2012, 2031
INM-CM4-8, r1i1p1f1, ssp245, 1.2, 2015, 2034
INM-CM5-0, r1i1p1f1, ssp245, 1.2, 2015, 2034
IPSL-CM6A-LR, r1i1p1f1, ssp245, 1.2, 2000, 2019
KACE-1-0-G, r1i1p1f1, ssp245, 1.2, 1997, 2016
KIOST-ESM, r1i1p1f1, ssp245, 1.2, 1998, 2017
MCM-UA-1-0, r1i1p1f2, ssp245, 1.2, 2001, 2020
MIROC6, r1i1p1f1, ssp245, 1.2, 2022, 2041
MIROC-ES2L, r1i1p1f2, ssp245, 1.2, 2018, 2037
MPI-ESM1-2-HR, r1i1p1f1, ssp245, 1.2, 2012, 2031
MPI-ESM1-2-LR, r1i1p1f1, ssp245, 1.2, 2013, 2032
MRI-ESM2-0, r1i1p1f1, ssp245, 1.2, 2012, 2031
NESM3, r1i1p1f1, ssp245, 1.2, 2005, 2024
NorESM2-LM, r1i1p1f1, ssp245, 1.2, 2029, 2048
NorESM2-MM, r1i1p1f1, ssp245, 1.2, 2028, 2047
TaiESM1, r1i1p1f1, ssp245, 1.2, 2015, 2034
UKESM1-0-LL, r1i1p1f2, ssp245, 1.2, 2008, 2027
ACCESS-CM2, r1i1p1f1, ssp370, 1.2, 2010, 2029
ACCESS-ESM1-5, r1i1p1f1, ssp370, 1.2, 2012, 2031
AWI-CM-1-1-MR, r1i1p1f1, ssp370, 1.2, 2000, 2019
BCC-CSM2-MR, r1i1p1f1, ssp370, 1.2, 2015, 2034
CAMS-CSM1-0, r1i1p1f1, ssp370, 1.2, 2026, 2045
CAS-ESM2-0, r1i1p1f1, ssp370, 1.2, 2022, 2041
CESM2-FV2, r1i2p2f1, ssp370, 1.2, 2007, 2026
CESM2-WACCM, r1i1p1f1, ssp370, 1.2, 2005, 2024
CESM2, r1i1p1f1, ssp370, 1.2, 2008, 2027
CMCC-CM2-SR5, r1i1p1f1, ssp370, 1.2, 1998, 2017
CMCC-ESM2, r1i1p1f1, ssp370, 1.2, 2012, 2031
CNRM-CM6-1-HR, r1i1p1f2, ssp370, 1.2, 2001, 2020
CNRM-CM6-1, r1i1p1f2, ssp370, 1.2, 2012, 2031
CNRM-ESM2-1, r1i1p1f2, ssp370, 1.2, 2016, 2035
CanESM5-1, r1i1p1f1, ssp370, 1.2, 1994, 2013
CanESM5-CanOE, r1i1p2f1, ssp370, 1.2, 1993, 2012
CanESM5, r1i1p1f1, ssp370, 1.2, 1995, 2014
E3SM-1-0, r4i2p2f1, ssp370, 1.2, 2015, 2034
E3SM-2-0, r1i1p1f1, ssp370, 1.2, 2023, 2042
EC-Earth3-AerChem, r1i1p1f1, ssp370, 1.2, 2014, 2033
EC-Earth3-Veg-LR, r1i1p1f1, ssp370, 1.2, 2006, 2025
EC-Earth3-Veg, r1i1p1f1, ssp370, 1.2, 1992, 2011
EC-Earth3, r1i1p1f1, ssp370, 1.2, 2004, 2023
FGOALS-f3-L, r1i1p1f1, ssp370, 1.2, 2001, 2020
FGOALS-g3, r1i1p1f1, ssp370, 1.2, 2007, 2026
GFDL-ESM4, r1i1p1f1, ssp370, 1.2, 2021, 2040
GISS-E2-1-G, r1i1p1f2, ssp370, 1.2, 2007, 2026
GISS-E2-1-H, r1i1p1f2, ssp370, 1.2, 2011, 2030
GISS-E2-2-G, r1i1p3f1, ssp370, 1.2, 2026, 2045
INM-CM4-8, r1i1p1f1, ssp370, 1.2, 2016, 2035
INM-CM5-0, r1i1p1f1, ssp370, 1.2, 2014, 2033
IPSL-CM5A2-INCA, r1i1p1f1, ssp370, 1.2, 1993, 2012
IPSL-CM6A-LR, r1i1p1f1, ssp370, 1.2, 2000, 2019
KACE-1-0-G, r1i1p1f1, ssp370, 1.2, 1997, 2016
MCM-UA-1-0, r1i1p1f2, ssp370, 1.2, 2002, 2021
MIROC6, r1i1p1f1, ssp370, 1.2, 2025, 2044
MIROC-ES2L, r1i1p1f2, ssp370, 1.2, 2018, 2037
MPI-ESM1-2-HR, r1i1p1f1, ssp370, 1.2, 2011, 2030
MPI-ESM1-2-LR, r1i1p1f1, ssp370, 1.2, 2014, 2033
MRI-ESM2-0, r1i1p1f1, ssp370, 1.2, 2011, 2030
NorESM2-LM, r1i1p1f1, ssp370, 1.2, 2030, 2049
NorESM2-MM, r1i1p1f1, ssp370, 1.2, 2029, 2048
TaiESM1, r1i1p1f1, ssp370, 1.2, 2017, 2036
