# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2025-11-07 09:54:30
# reference years: 1995 to 2014
model, ensemble, exp, warming_level, start_year, end_year
FGOALS-g3, r1i1p1f1, ssp245, 0.94, 2050, 2069
FIO-ESM-2-0, r1i1p1f1, ssp245, 0.94, 2027, 2046
GFDL-CM4, r1i1p1f1, ssp245, 0.94, 2028, 2047
GFDL-ESM4, r1i1p1f1, ssp245, 0.94, 2040, 2059
GISS-E2-1-G, r1i1p1f2, ssp245, 0.94, 2013, 2032
GISS-E2-1-H, r1i1p1f2, ssp245, 0.94, 2025, 2044
GISS-E2-2-G, r1i1p3f1, ssp245, 0.94, 2027, 2046
HadGEM3-GC31-LL, r1i1p1f3, ssp245, 0.94, 2015, 2034
IITM-ESM, r1i1p1f1, ssp245, 0.94, 2043, 2062
INM-CM4-8, r1i1p1f1, ssp245, 0.94, 2040, 2059
INM-CM5-0, r1i1p1f1, ssp245, 0.94, 2047, 2066
IPSL-CM6A-LR, r1i1p1f1, ssp245, 0.94, 2025, 2044
KACE-1-0-G, r1i1p1f1, ssp245, 0.94, 2016, 2035
KIOST-ESM, r1i1p1f1, ssp245, 0.94, 2035, 2054
MCM-UA-1-0, r1i1p1f2, ssp245, 0.94, 2039, 2058
MIROC6, r1i1p1f1, ssp245, 0.94, 2038, 2057
MIROC-ES2L, r1i1p1f2, ssp245, 0.94, 2033, 2052
MPI-ESM1-2-HR, r1i1p1f1, ssp245, 0.94, 2040, 2059
MPI-ESM1-2-LR, r1i1p1f1, ssp245, 0.94, 2040, 2059
MRI-ESM2-0, r1i1p1f1, ssp245, 0.94, 2028, 2047
NESM3, r1i1p1f1, ssp245, 0.94, 2025, 2044
NorESM2-LM, r1i1p1f1, ssp245, 0.94, 2047, 2066
NorESM2-MM, r1i1p1f1, ssp245, 0.94, 2035, 2054
TaiESM1, r1i1p1f1, ssp245, 0.94, 2020, 2039
UKESM1-0-LL, r1i1p1f2, ssp245, 0.94, 2017, 2036
ACCESS-CM2, r1i1p1f1, ssp370, 0.94, 2020, 2039
ACCESS-ESM1-5, r1i1p1f1, ssp370, 0.94, 2034, 2053
AWI-CM-1-1-MR, r1i1p1f1, ssp370, 0.94, 2029, 2048
BCC-CSM2-MR, r1i1p1f1, ssp370, 0.94, 2026, 2045
CAMS-CSM1-0, r1i1p1f1, ssp370, 0.94, 2041, 2060
CAS-ESM2-0, r1i1p1f1, ssp370, 0.94, 2025, 2044
CESM2-FV2, r1i2p2f1, ssp370, 0.94, 2023, 2042
CESM2-WACCM, r1i1p1f1, ssp370, 0.94, 2029, 2048
CESM2, r1i1p1f1, ssp370, 0.94, 2024, 2043
CMCC-CM2-SR5, r1i1p1f1, ssp370, 0.94, 2031, 2050
CMCC-ESM2, r1i1p1f1, ssp370, 0.94, 2032, 2051
CNRM-CM6-1-HR, r1i1p1f2, ssp370, 0.94, 2022, 2041
CNRM-CM6-1, r1i1p1f2, ssp370, 0.94, 2031, 2050
CNRM-ESM2-1, r1i1p1f2, ssp370, 0.94, 2032, 2051
CanESM5-1, r1i1p1f1, ssp370, 0.94, 2017, 2036
CanESM5-CanOE, r1i1p2f1, ssp370, 0.94, 2014, 2033
CanESM5, r1i1p1f1, ssp370, 0.94, 2017, 2036
E3SM-1-0, r4i2p2f1, ssp370, 0.94, 2019, 2038
E3SM-2-0, r1i1p1f1, ssp370, 0.94, 2021, 2040
EC-Earth3-AerChem, r1i1p1f1, ssp370, 0.94, 2023, 2042
EC-Earth3-Veg-LR, r1i1p1f1, ssp370, 0.94, 2031, 2050
EC-Earth3-Veg, r1i1p1f1, ssp370, 0.94, 2031, 2050
EC-Earth3, r1i1p1f1, ssp370, 0.94, 2023, 2042
FGOALS-f3-L, r1i1p1f1, ssp370, 0.94, 2027, 2046
FGOALS-g3, r1i1p1f1, ssp370, 0.94, 2034, 2053
GFDL-ESM4, r1i1p1f1, ssp370, 0.94, 2034, 2053
GISS-E2-1-G, r1i1p1f2, ssp370, 0.94, 2014, 2033
GISS-E2-1-H, r1i1p1f2, ssp370, 0.94, 2024, 2043
GISS-E2-2-G, r1i1p3f1, ssp370, 0.94, 2026, 2045
INM-CM4-8, r1i1p1f1, ssp370, 0.94, 2037, 2056
INM-CM5-0, r1i1p1f1, ssp370, 0.94, 2030, 2049
IPSL-CM5A2-INCA, r1i1p1f1, ssp370, 0.94, 2029, 2048
IPSL-CM6A-LR, r1i1p1f1, ssp370, 0.94, 2025, 2044
KACE-1-0-G, r1i1p1f1, ssp370, 0.94, 2017, 2036
MCM-UA-1-0, r1i1p1f2, ssp370, 0.94, 2033, 2052
MIROC6, r1i1p1f1, ssp370, 0.94, 2035, 2054
MIROC-ES2L, r1i1p1f2, ssp370, 0.94, 2031, 2050
MPI-ESM1-2-HR, r1i1p1f1, ssp370, 0.94, 2034, 2053
MPI-ESM1-2-LR, r1i1p1f1, ssp370, 0.94, 2037, 2056
MRI-ESM2-0, r1i1p1f1, ssp370, 0.94, 2027, 2046
NorESM2-LM, r1i1p1f1, ssp370, 0.94, 2043, 2062
NorESM2-MM, r1i1p1f1, ssp370, 0.94, 2035, 2054
TaiESM1, r1i1p1f1, ssp370, 0.94, 2022, 2041
UKESM1-0-LL, r1i1p1f2, ssp370, 0.94, 2016, 2035
UKESM1-1-LL, r1i1p1f2, ssp370, 0.94, 2017, 2036
ACCESS-CM2, r1i1p1f1, ssp585, 0.94, 2018, 2037
ACCESS-ESM1-5, r1i1p1f1, ssp585, 0.94, 2024, 2043
AWI-CM-1-1-MR, r1i1p1f1, ssp585, 0.94, 2029, 2048
AWI-ESM-1-REcoM, r1i1p1f1, ssp585, 0.94, 2029, 2048
BCC-CSM2-MR, r1i1p1f1, ssp585, 0.94, 2024, 2043
CAMS-CSM1-0, r1i1p1f1, ssp585, 0.94, 2039, 2058
CAS-ESM2-0, r1i1p1f1, ssp585, 0.94, 2017, 2036
CESM2-FV2, r1i2p2f1, ssp585, 0.94, 2021, 2040
CESM2-WACCM, r1i1p1f1, ssp585, 0.94, 2021, 2040
CESM2, r1i1p1f1, ssp585, 0.94, 2021, 2040
CIESM, r1i1p1f1, ssp585, 0.94, 2024, 2043
CMCC-CM2-SR5, r1i1p1f1, ssp585, 0.94, 2025, 2044
CMCC-ESM2, r1i1p1f1, ssp585, 0.94, 2030, 2049
CNRM-CM6-1-HR, r1i1p1f2, ssp585, 0.94, 2020, 2039
CNRM-CM6-1, r1i1p1f2, ssp585, 0.94, 2026, 2045
CNRM-ESM2-1, r1i1p1f2, ssp585, 0.94, 2026, 2045
CanESM5-1, r1i1p1f1, ssp585, 0.94, 2018, 2037
CanESM5-CanOE, r1i1p2f1, ssp585, 0.94, 2015, 2034
CanESM5, r1i1p1f1, ssp585, 0.94, 2017, 2036
E3SM-1-0, r1i1p1f1, ssp585, 0.94, 2016, 2035
E3SM-1-1, r1i1p1f1, ssp585, 0.94, 2014, 2033
EC-Earth3-CC, r1i1p1f1, ssp585, 0.94, 2035, 2054
EC-Earth3-Veg-LR, r1i1p1f1, ssp585, 0.94, 2029, 2048
EC-Earth3-Veg, r1i1p1f1, ssp585, 0.94, 2025, 2044
EC-Earth3, r1i1p1f1, ssp585, 0.94, 2022, 2041
FGOALS-f3-L, r1i1p1f1, ssp585, 0.94, 2028, 2047
FGOALS-g3, r1i1p1f1, ssp585, 0.94, 2035, 2054
FIO-ESM-2-0, r1i1p1f1, ssp585, 0.94, 2025, 2044
GFDL-CM4, r1i1p1f1, ssp585, 0.94, 2024, 2043
GFDL-ESM4, r1i1p1f1, ssp585, 0.94, 2032, 2051
GISS-E2-1-G, r1i1p1f2, ssp585, 0.94, 2013, 2032
GISS-E2-1-H, r1i1p1f2, ssp585, 0.94, 2020, 2039
GISS-E2-2-G, r1i1p3f1, ssp585, 0.94, 2022, 2041
HadGEM3-GC31-LL, r1i1p1f3, ssp585, 0.94, 2015, 2034
HadGEM3-GC31-MM, r1i1p1f3, ssp585, 0.94, 2018, 2037
IITM-ESM, r1i1p1f1, ssp585, 0.94, 2035, 2054
INM-CM4-8, r1i1p1f1, ssp585, 0.94, 2030, 2049
INM-CM5-0, r1i1p1f1, ssp585, 0.94, 2029, 2048
IPSL-CM6A-LR, r1i1p1f1, ssp585, 0.94, 2025, 2044
KACE-1-0-G, r1i1p1f1, ssp585, 0.94, 2015, 2034
KIOST-ESM, r1i1p1f1, ssp585, 0.94, 2031, 2050
MCM-UA-1-0, r1i1p1f2, ssp585, 0.94, 2028, 2047
MIROC6, r1i1p1f1, ssp585, 0.94, 2032, 2051
MIROC-ES2L, r1i1p1f2, ssp585, 0.94, 2026, 2045
MPI-ESM1-2-HR, r1i1p1f1, ssp585, 0.94, 2033, 2052
MPI-ESM1-2-LR, r1i1p1f1, ssp585, 0.94, 2035, 2054
MRI-ESM2-0, r1i1p1f1, ssp585, 0.94, 2020, 2039
NESM3, r1i1p1f1, ssp585, 0.94, 2019, 2038
NorESM2-LM, r1i1p1f1, ssp585, 0.94, 2035, 2054
NorESM2-MM, r1i1p1f1, ssp585, 0.94, 2028, 2047
TaiESM1, r1i1p1f1, ssp585, 0.94, 2018, 2037
UKESM1-0-LL, r1i1p1f2, ssp585, 0.94, 2016, 2035
CAS-ESM2-0, r1i1p1f1, ssp126, 2.0, 2078, 2097
HadGEM3-GC31-MM, r1i1p1f3, ssp126, 2.0, 2064, 2083
TaiESM1, r1i1p1f1, ssp126, 2.0, 2054, 2073
UKESM1-0-LL, r1i1p1f2, ssp126, 2.0, 2067, 2086
ACCESS-CM2, r1i1p1f1, ssp245, 2.0, 2048, 2067
ACCESS-ESM1-5, r1i1p1f1, ssp245, 2.0, 2073, 2092
CAS-ESM2-0, r1i1p1f1, ssp245, 2.0, 2052, 2071
CESM2-WACCM, r1i1p1f1, ssp245, 2.0, 2064, 2083
CESM2, r1i1p1f1, ssp245, 2.0, 2064, 2083
CIESM, r1i1p1f1, ssp245, 2.0, 2062, 2081
CMCC-CM2-SR5, r1i1p1f1, ssp245, 2.0, 2061, 2080
CMCC-ESM2, r1i1p1f1, ssp245, 2.0, 2057, 2076
CNRM-CM6-1-HR, r1i1p1f2, ssp245, 2.0, 2054, 2073
CNRM-CM6-1, r1i1p1f2, ssp245, 2.0, 2069, 2088
CNRM-ESM2-1, r1i1p1f2, ssp245, 2.0, 2069, 2088
CanESM5-1, r1i1p1f1, ssp245, 2.0, 2046, 2065
CanESM5-CanOE, r1i1p2f1, ssp245, 2.0, 2044, 2063
CanESM5, r1i1p1f1, ssp245, 2.0, 2047, 2066
EC-Earth3-CC, r1i1p1f1, ssp245, 2.0, 2080, 2099
EC-Earth3-HR, r1i1p1f1, ssp245, 2.0, 2080, 2099
EC-Earth3-Veg-LR, r1i1p1f1, ssp245, 2.0, 2077, 2096
EC-Earth3-Veg, r1i1p1f1, ssp245, 2.0, 2072, 2091
EC-Earth3, r1i1p1f1, ssp245, 2.0, 2069, 2088
FIO-ESM-2-0, r1i1p1f1, ssp245, 2.0, 2074, 2093
GFDL-CM4, r1i1p1f1, ssp245, 2.0, 2071, 2090
GISS-E2-1-G, r1i1p1f2, ssp245, 2.0, 2047, 2066
GISS-E2-1-H, r1i1p1f2, ssp245, 2.0, 2066, 2085
GISS-E2-2-G, r1i1p3f1, ssp245, 2.0, 2070, 2089
HadGEM3-GC31-LL, r1i1p1f3, ssp245, 2.0, 2045, 2064
IPSL-CM6A-LR, r1i1p1f1, ssp245, 2.0, 2058, 2077
KACE-1-0-G, r1i1p1f1, ssp245, 2.0, 2045, 2064
NESM3, r1i1p1f1, ssp245, 2.0, 2071, 2090
TaiESM1, r1i1p1f1, ssp245, 2.0, 2045, 2064
UKESM1-0-LL, r1i1p1f2, ssp245, 2.0, 2041, 2060
ACCESS-CM2, r1i1p1f1, ssp370, 2.0, 2045, 2064
ACCESS-ESM1-5, r1i1p1f1, ssp370, 2.0, 2055, 2074
AWI-CM-1-1-MR, r1i1p1f1, ssp370, 2.0, 2057, 2076
BCC-CSM2-MR, r1i1p1f1, ssp370, 2.0, 2055, 2074
CAMS-CSM1-0, r1i1p1f1, ssp370, 2.0, 2079, 2098
CAS-ESM2-0, r1i1p1f1, ssp370, 2.0, 2051, 2070
CESM2-FV2, r1i2p2f1, ssp370, 2.0, 2054, 2073
CESM2-WACCM, r1i1p1f1, ssp370, 2.0, 2053, 2072
CESM2, r1i1p1f1, ssp370, 2.0, 2054, 2073
CMCC-CM2-SR5, r1i1p1f1, ssp370, 2.0, 2057, 2076
CMCC-ESM2, r1i1p1f1, ssp370, 2.0, 2055, 2074
CNRM-CM6-1-HR, r1i1p1f2, ssp370, 2.0, 2049, 2068
CNRM-CM6-1, r1i1p1f2, ssp370, 2.0, 2054, 2073
CNRM-ESM2-1, r1i1p1f2, ssp370, 2.0, 2057, 2076
CanESM5-1, r1i1p1f1, ssp370, 2.0, 2037, 2056
CanESM5-CanOE, r1i1p2f1, ssp370, 2.0, 2037, 2056
CanESM5, r1i1p1f1, ssp370, 2.0, 2038, 2057
E3SM-1-0, r4i2p2f1, ssp370, 2.0, 2039, 2058
E3SM-2-0, r1i1p1f1, ssp370, 2.0, 2045, 2064
EC-Earth3-AerChem, r1i1p1f1, ssp370, 2.0, 2050, 2069
EC-Earth3-Veg-LR, r1i1p1f1, ssp370, 2.0, 2056, 2075
EC-Earth3-Veg, r1i1p1f1, ssp370, 2.0, 2055, 2074
EC-Earth3, r1i1p1f1, ssp370, 2.0, 2050, 2069
FGOALS-f3-L, r1i1p1f1, ssp370, 2.0, 2058, 2077
FGOALS-g3, r1i1p1f1, ssp370, 2.0, 2074, 2093
GFDL-ESM4, r1i1p1f1, ssp370, 2.0, 2064, 2083
GISS-E2-1-G, r1i1p1f2, ssp370, 2.0, 2044, 2063
GISS-E2-1-H, r1i1p1f2, ssp370, 2.0, 2053, 2072
GISS-E2-2-G, r1i1p3f1, ssp370, 2.0, 2051, 2070
INM-CM4-8, r1i1p1f1, ssp370, 2.0, 2068, 2087
INM-CM5-0, r1i1p1f1, ssp370, 2.0, 2069, 2088
IPSL-CM5A2-INCA, r1i1p1f1, ssp370, 2.0, 2056, 2075
IPSL-CM6A-LR, r1i1p1f1, ssp370, 2.0, 2048, 2067
KACE-1-0-G, r1i1p1f1, ssp370, 2.0, 2041, 2060
MCM-UA-1-0, r1i1p1f2, ssp370, 2.0, 2063, 2082
MIROC6, r1i1p1f1, ssp370, 2.0, 2069, 2088
MIROC-ES2L, r1i1p1f2, ssp370, 2.0, 2066, 2085
MPI-ESM1-2-HR, r1i1p1f1, ssp370, 2.0, 2067, 2086
MPI-ESM1-2-LR, r1i1p1f1, ssp370, 2.0, 2067, 2086
MRI-ESM2-0, r1i1p1f1, ssp370, 2.0, 2056, 2075
NorESM2-LM, r1i1p1f1, ssp370, 2.0, 2074, 2093
NorESM2-MM, r1i1p1f1, ssp370, 2.0, 2068, 2087
TaiESM1, r1i1p1f1, ssp370, 2.0, 2043, 2062
UKESM1-0-LL, r1i1p1f2, ssp370, 2.0, 2035, 2054
UKESM1-1-LL, r1i1p1f2, ssp370, 2.0, 2037, 2056
ACCESS-CM2, r1i1p1f1, ssp585, 2.0, 2040, 2059
ACCESS-ESM1-5, r1i1p1f1, ssp585, 2.0, 2048, 2067
AWI-CM-1-1-MR, r1i1p1f1, ssp585, 2.0, 2052, 2071
AWI-ESM-1-REcoM, r1i1p1f1, ssp585, 2.0, 2051, 2070
BCC-CSM2-MR, r1i1p1f1, ssp585, 2.0, 2049, 2068
CAMS-CSM1-0, r1i1p1f1, ssp585, 2.0, 2068, 2087
CAS-ESM2-0, r1i1p1f1, ssp585, 2.0, 2041, 2060
CESM2-FV2, r1i2p2f1, ssp585, 2.0, 2048, 2067
CESM2-WACCM, r1i1p1f1, ssp585, 2.0, 2043, 2062
CESM2, r1i1p1f1, ssp585, 2.0, 2041, 2060
CIESM, r1i1p1f1, ssp585, 2.0, 2043, 2062
CMCC-CM2-SR5, r1i1p1f1, ssp585, 2.0, 2045, 2064
CMCC-ESM2, r1i1p1f1, ssp585, 2.0, 2046, 2065
CNRM-CM6-1-HR, r1i1p1f2, ssp585, 2.0, 2042, 2061
CNRM-CM6-1, r1i1p1f2, ssp585, 2.0, 2046, 2065
CNRM-ESM2-1, r1i1p1f2, ssp585, 2.0, 2050, 2069
CanESM5-1, r1i1p1f1, ssp585, 2.0, 2034, 2053
CanESM5-CanOE, r1i1p2f1, ssp585, 2.0, 2034, 2053
CanESM5, r1i1p1f1, ssp585, 2.0, 2035, 2054
E3SM-1-0, r1i1p1f1, ssp585, 2.0, 2033, 2052
E3SM-1-1, r1i1p1f1, ssp585, 2.0, 2030, 2049
EC-Earth3-CC, r1i1p1f1, ssp585, 2.0, 2054, 2073
EC-Earth3-Veg-LR, r1i1p1f1, ssp585, 2.0, 2051, 2070
EC-Earth3-Veg, r1i1p1f1, ssp585, 2.0, 2047, 2066
EC-Earth3, r1i1p1f1, ssp585, 2.0, 2045, 2064
FGOALS-f3-L, r1i1p1f1, ssp585, 2.0, 2051, 2070
FGOALS-g3, r1i1p1f1, ssp585, 2.0, 2064, 2083
FIO-ESM-2-0, r1i1p1f1, ssp585, 2.0, 2048, 2067
GFDL-CM4, r1i1p1f1, ssp585, 2.0, 2045, 2064
GFDL-ESM4, r1i1p1f1, ssp585, 2.0, 2058, 2077
GISS-E2-1-G, r1i1p1f2, ssp585, 2.0, 2036, 2055
GISS-E2-1-H, r1i1p1f2, ssp585, 2.0, 2045, 2064
GISS-E2-2-G, r1i1p3f1, ssp585, 2.0, 2044, 2063
HadGEM3-GC31-LL, r1i1p1f3, ssp585, 2.0, 2034, 2053
HadGEM3-GC31-MM, r1i1p1f3, ssp585, 2.0, 2035, 2054
IITM-ESM, r1i1p1f1, ssp585, 2.0, 2064, 2083
INM-CM4-8, r1i1p1f1, ssp585, 2.0, 2056, 2075
INM-CM5-0, r1i1p1f1, ssp585, 2.0, 2059, 2078
IPSL-CM6A-LR, r1i1p1f1, ssp585, 2.0, 2042, 2061
KACE-1-0-G, r1i1p1f1, ssp585, 2.0, 2036, 2055
KIOST-ESM, r1i1p1f1, ssp585, 2.0, 2058, 2077
MCM-UA-1-0, r1i1p1f2, ssp585, 2.0, 2050, 2069
MIROC6, r1i1p1f1, ssp585, 2.0, 2059, 2078
MIROC-ES2L, r1i1p1f2, ssp585, 2.0, 2052, 2071
MPI-ESM1-2-HR, r1i1p1f1, ssp585, 2.0, 2060, 2079
MPI-ESM1-2-LR, r1i1p1f1, ssp585, 2.0, 2060, 2079
MRI-ESM2-0, r1i1p1f1, ssp585, 2.0, 2048, 2067
NESM3, r1i1p1f1, ssp585, 2.0, 2041, 2060
NorESM2-LM, r1i1p1f1, ssp585, 2.0, 2060, 2079
NorESM2-MM, r1i1p1f1, ssp585, 2.0, 2057, 2076
TaiESM1, r1i1p1f1, ssp585, 2.0, 2035, 2054
UKESM1-0-LL, r1i1p1f2, ssp585, 2.0, 2033, 2052
ACCESS-CM2, r1i1p1f1, ssp370, 3.43, 2074, 2093
CESM2, r1i1p1f1, ssp370, 3.43, 2081, 2100
CNRM-CM6-1-HR, r1i1p1f2, ssp370, 3.43, 2076, 2095
CNRM-CM6-1, r1i1p1f2, ssp370, 3.43, 2079, 2098
CanESM5-1, r1i1p1f1, ssp370, 3.43, 2061, 2080
CanESM5-CanOE, r1i1p2f1, ssp370, 3.43, 2060, 2079
CanESM5, r1i1p1f1, ssp370, 3.43, 2061, 2080
E3SM-1-0, r4i2p2f1, ssp370, 3.43, 2062, 2081
E3SM-2-0, r1i1p1f1, ssp370, 3.43, 2073, 2092
EC-Earth3-AerChem, r1i1p1f1, ssp370, 3.43, 2074, 2093
EC-Earth3-Veg, r1i1p1f1, ssp370, 3.43, 2081, 2100
EC-Earth3, r1i1p1f1, ssp370, 3.43, 2080, 2099
IPSL-CM6A-LR, r1i1p1f1, ssp370, 3.43, 2076, 2095
KACE-1-0-G, r1i1p1f1, ssp370, 3.43, 2075, 2094
TaiESM1, r1i1p1f1, ssp370, 3.43, 2070, 2089
UKESM1-0-LL, r1i1p1f2, ssp370, 3.43, 2062, 2081
UKESM1-1-LL, r1i1p1f2, ssp370, 3.43, 2063, 2082
ACCESS-CM2, r1i1p1f1, ssp585, 3.43, 2062, 2081
ACCESS-ESM1-5, r1i1p1f1, ssp585, 3.43, 2074, 2093
AWI-CM-1-1-MR, r1i1p1f1, ssp585, 3.43, 2078, 2097
AWI-ESM-1-REcoM, r1i1p1f1, ssp585, 3.43, 2076, 2095
CAS-ESM2-0, r1i1p1f1, ssp585, 3.43, 2064, 2083
CESM2-FV2, r1i2p2f1, ssp585, 3.43, 2070, 2089
CESM2-WACCM, r1i1p1f1, ssp585, 3.43, 2064, 2083
CESM2, r1i1p1f1, ssp585, 3.43, 2064, 2083
CIESM, r1i1p1f1, ssp585, 3.43, 2062, 2081
CMCC-CM2-SR5, r1i1p1f1, ssp585, 3.43, 2070, 2089
CMCC-ESM2, r1i1p1f1, ssp585, 3.43, 2069, 2088
CNRM-CM6-1-HR, r1i1p1f2, ssp585, 3.43, 2064, 2083
CNRM-CM6-1, r1i1p1f2, ssp585, 3.43, 2066, 2085
CNRM-ESM2-1, r1i1p1f2, ssp585, 3.43, 2071, 2090
CanESM5-1, r1i1p1f1, ssp585, 3.43, 2053, 2072
CanESM5-CanOE, r1i1p2f1, ssp585, 3.43, 2054, 2073
CanESM5, r1i1p1f1, ssp585, 3.43, 2054, 2073
E3SM-1-0, r1i1p1f1, ssp585, 3.43, 2052, 2071
E3SM-1-1, r1i1p1f1, ssp585, 3.43, 2049, 2068
EC-Earth3-CC, r1i1p1f1, ssp585, 3.43, 2073, 2092
EC-Earth3-Veg-LR, r1i1p1f1, ssp585, 3.43, 2071, 2090
EC-Earth3-Veg, r1i1p1f1, ssp585, 3.43, 2069, 2088
EC-Earth3, r1i1p1f1, ssp585, 3.43, 2068, 2087
FGOALS-f3-L, r1i1p1f1, ssp585, 3.43, 2078, 2097
FIO-ESM-2-0, r1i1p1f1, ssp585, 3.43, 2069, 2088
GFDL-CM4, r1i1p1f1, ssp585, 3.43, 2072, 2091
GISS-E2-1-G, r1i1p1f2, ssp585, 3.43, 2070, 2089
GISS-E2-1-H, r1i1p1f2, ssp585, 3.43, 2072, 2091
