# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2021-01-19 18:06:19
# reference years: 1995 to 2014
model, ensemble, exp, warming_level, start_year, end_year
ACCESS1-0, r1i1p1, rcp85, 3.43, 2074, 2093
ACCESS1-3, r1i1p1, rcp85, 3.43, 2073, 2092
BNU-ESM, r1i1p1, rcp85, 3.43, 2070, 2089
CESM1-CAM5, r1i1p1, rcp85, 3.43, 2073, 2092
CMCC-CESM, r1i1p1, rcp85, 3.43, 2077, 2096
CMCC-CMS, r1i1p1, rcp85, 3.43, 2070, 2089
CMCC-CM, r1i1p1, rcp85, 3.43, 2073, 2092
CSIRO-Mk3-6-0, r1i1p1, rcp85, 3.43, 2076, 2095
CanESM2, r1i1p1, rcp85, 3.43, 2069, 2088
FGOALS-s2, r3i1p1, rcp85, 3.43, 2064, 2083
GFDL-CM3, r1i1p1, rcp85, 3.43, 2065, 2084
HadGEM2-AO, r1i1p1, rcp85, 3.43, 2074, 2093
HadGEM2-CC, r1i1p1, rcp85, 3.43, 2062, 2081
HadGEM2-ES, r1i1p1, rcp85, 3.43, 2066, 2085
IPSL-CM5A-LR, r1i1p1, rcp85, 3.43, 2068, 2087
IPSL-CM5A-MR, r1i1p1, rcp85, 3.43, 2068, 2087
