# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2021-01-19 18:06:18
# reference years: 1850 to 1900
# NOTE: may include simulations starting after 1850!
model, ensemble, exp, warming_level, start_year, end_year
CanESM2, r1i1p1, rcp45, 1.0, 1993, 2012
EC-EARTH, r1i1p1, rcp45, 1.0, 1993, 2012
FGOALS-g2, r1i1p1, rcp45, 1.0, 2006, 2025
FIO-ESM, r1i1p1, rcp45, 1.0, 1995, 2014
GFDL-CM3, r1i1p1, rcp45, 1.0, 2001, 2020
GFDL-ESM2G, r1i1p1, rcp45, 1.0, 2007, 2026
GFDL-ESM2M, r1i1p1, rcp45, 1.0, 2003, 2022
GISS-E2-H-CC, r1i1p1, rcp45, 1.0, 1986, 2005
GISS-E2-H, r1i1p1, rcp45, 1.0, 1993, 2012
GISS-E2-R-CC, r1i1p1, rcp45, 1.0, 2000, 2019
GISS-E2-R, r1i1p1, rcp45, 1.0, 2003, 2022
HadGEM2-AO, r1i1p1, rcp45, 1.0, 1997, 2016
HadGEM2-CC, r1i1p1, rcp45, 1.0, 2010, 2029
HadGEM2-ES, r1i1p1, rcp45, 1.0, 2002, 2021
IPSL-CM5A-LR, r1i1p1, rcp45, 1.0, 1985, 2004
IPSL-CM5A-MR, r1i1p1, rcp45, 1.0, 1992, 2011
IPSL-CM5B-LR, r1i1p1, rcp45, 1.0, 1993, 2012
MIROC5, r1i1p1, rcp45, 1.0, 2009, 2028
MPI-ESM-LR, r1i1p1, rcp45, 1.0, 1993, 2012
MPI-ESM-MR, r1i1p1, rcp45, 1.0, 1991, 2010
MRI-CGCM3, r1i1p1, rcp45, 1.0, 2017, 2036
NorESM1-ME, r1i1p1, rcp45, 1.0, 2008, 2027
NorESM1-M, r1i1p1, rcp45, 1.0, 2009, 2028
bcc-csm1-1-m, r1i1p1, rcp45, 1.0, 1986, 2005
bcc-csm1-1, r1i1p1, rcp45, 1.0, 1988, 2007
inmcm4, r1i1p1, rcp45, 1.0, 2018, 2037
CCSM4, r1i1p1, rcp60, 1.0, 1987, 2006
CESM1-CAM5, r1i1p1, rcp60, 1.0, 2004, 2023
CSIRO-Mk3-6-0, r1i1p1, rcp60, 1.0, 2020, 2039
FIO-ESM, r1i1p1, rcp60, 1.0, 1995, 2014
GFDL-CM3, r1i1p1, rcp60, 1.0, 2000, 2019
GFDL-ESM2G, r1i1p1, rcp60, 1.0, 2014, 2033
GFDL-ESM2M, r1i1p1, rcp60, 1.0, 2005, 2024
GISS-E2-H, r1i1p1, rcp60, 1.0, 1993, 2012
GISS-E2-R, r1i1p1, rcp60, 1.0, 2003, 2022
HadGEM2-AO, r1i1p1, rcp60, 1.0, 2014, 2033
HadGEM2-ES, r1i1p1, rcp60, 1.0, 2001, 2020
IPSL-CM5A-LR, r1i1p1, rcp60, 1.0, 1985, 2004
IPSL-CM5A-MR, r1i1p1, rcp60, 1.0, 1992, 2011
MIROC5, r1i1p1, rcp60, 1.0, 2015, 2034
MRI-CGCM3, r1i1p1, rcp60, 1.0, 2020, 2039
NorESM1-ME, r1i1p1, rcp60, 1.0, 2011, 2030
NorESM1-M, r1i1p1, rcp60, 1.0, 2011, 2030
bcc-csm1-1-m, r1i1p1, rcp60, 1.0, 1986, 2005
bcc-csm1-1, r1i1p1, rcp60, 1.0, 1988, 2007
ACCESS1-0, r1i1p1, rcp85, 1.0, 2004, 2023
ACCESS1-3, r1i1p1, rcp85, 1.0, 2006, 2025
BNU-ESM, r1i1p1, rcp85, 1.0, 1984, 2003
CCSM4, r1i1p1, rcp85, 1.0, 1988, 2007
CESM1-BGC, r1i1p1, rcp85, 1.0, 1990, 2009
CESM1-CAM5, r1i1p1, rcp85, 1.0, 2002, 2021
CMCC-CESM, r1i1p1, rcp85, 1.0, 2013, 2032
CMCC-CMS, r1i1p1, rcp85, 1.0, 2008, 2027
CMCC-CM, r1i1p1, rcp85, 1.0, 2006, 2025
CNRM-CM5, r1i1p1, rcp85, 1.0, 2002, 2021
CSIRO-Mk3-6-0, r1i1p1, rcp85, 1.0, 2010, 2029
CanESM2, r1i1p1, rcp85, 1.0, 1991, 2010
EC-EARTH, r1i1p1, rcp85, 1.0, 1992, 2011
FGOALS-g2, r1i1p1, rcp85, 1.0, 2005, 2024
FGOALS-s2, r3i1p1, rcp85, 1.0, 1973, 1992
FIO-ESM, r1i1p1, rcp85, 1.0, 1994, 2013
GFDL-CM3, r1i1p1, rcp85, 1.0, 2001, 2020
GFDL-ESM2G, r1i1p1, rcp85, 1.0, 2008, 2027
GFDL-ESM2M, r1i1p1, rcp85, 1.0, 2005, 2024
GISS-E2-H-CC, r1i1p1, rcp85, 1.0, 1986, 2005
GISS-E2-H, r1i1p1, rcp85, 1.0, 1993, 2012
GISS-E2-R-CC, r1i1p1, rcp85, 1.0, 1998, 2017
GISS-E2-R, r1i1p1, rcp85, 1.0, 2004, 2023
HadGEM2-AO, r1i1p1, rcp85, 1.0, 2006, 2025
HadGEM2-CC, r1i1p1, rcp85, 1.0, 2006, 2025
HadGEM2-ES, r1i1p1, rcp85, 1.0, 2000, 2019
IPSL-CM5A-LR, r1i1p1, rcp85, 1.0, 1985, 2004
IPSL-CM5A-MR, r1i1p1, rcp85, 1.0, 1992, 2011
IPSL-CM5B-LR, r1i1p1, rcp85, 1.0, 1993, 2012
MIROC5, r1i1p1, rcp85, 1.0, 2007, 2026
MPI-ESM-LR, r1i1p1, rcp85, 1.0, 1993, 2012
MPI-ESM-MR, r1i1p1, rcp85, 1.0, 1993, 2012
MRI-CGCM3, r1i1p1, rcp85, 1.0, 2016, 2035
MRI-ESM1, r1i1p1, rcp85, 1.0, 2013, 2032
NorESM1-ME, r1i1p1, rcp85, 1.0, 2003, 2022
NorESM1-M, r1i1p1, rcp85, 1.0, 2007, 2026
bcc-csm1-1-m, r1i1p1, rcp85, 1.0, 1986, 2005
bcc-csm1-1, r1i1p1, rcp85, 1.0, 1988, 2007
inmcm4, r1i1p1, rcp85, 1.0, 2013, 2032
BNU-ESM, r1i1p1, rcp26, 1.5, 1998, 2017
CCSM4, r1i1p1, rcp26, 1.5, 2007, 2026
CESM1-CAM5, r1i1p1, rcp26, 1.5, 2019, 2038
CNRM-CM5, r1i1p1, rcp26, 1.5, 2034, 2053
CSIRO-Mk3-6-0, r1i1p1, rcp26, 1.5, 2027, 2046
CanESM2, r1i1p1, rcp26, 1.5, 2004, 2023
EC-EARTH, r8i1p1, rcp26, 1.5, 2016, 2035
GFDL-CM3, r1i1p1, rcp26, 1.5, 2013, 2032
GISS-E2-H, r1i1p1, rcp26, 1.5, 2019, 2038
HadGEM2-AO, r1i1p1, rcp26, 1.5, 2036, 2055
HadGEM2-ES, r1i1p1, rcp26, 1.5, 2014, 2033
IPSL-CM5A-LR, r1i1p1, rcp26, 1.5, 2001, 2020
IPSL-CM5A-MR, r1i1p1, rcp26, 1.5, 2006, 2025
MIROC5, r1i1p1, rcp26, 1.5, 2037, 2056
MPI-ESM-LR, r1i1p1, rcp26, 1.5, 2013, 2032
MPI-ESM-MR, r1i1p1, rcp26, 1.5, 2014, 2033
NorESM1-ME, r1i1p1, rcp26, 1.5, 2075, 2094
bcc-csm1-1-m, r1i1p1, rcp26, 1.5, 2002, 2021
bcc-csm1-1, r1i1p1, rcp26, 1.5, 2013, 2032
ACCESS1-0, r1i1p1, rcp45, 1.5, 2022, 2041
ACCESS1-3, r1i1p1, rcp45, 1.5, 2029, 2048
BNU-ESM, r1i1p1, rcp45, 1.5, 1998, 2017
CCSM4, r1i1p1, rcp45, 1.5, 2008, 2027
CESM1-BGC, r1i1p1, rcp45, 1.5, 2010, 2029
CESM1-CAM5, r1i1p1, rcp45, 1.5, 2020, 2039
CMCC-CMS, r1i1p1, rcp45, 1.5, 2025, 2044
CMCC-CM, r1i1p1, rcp45, 1.5, 2025, 2044
CNRM-CM5, r1i1p1, rcp45, 1.5, 2028, 2047
CSIRO-Mk3-6-0, r1i1p1, rcp45, 1.5, 2026, 2045
CSIRO-Mk3L-1-2, r1i2p1, rcp45, 1.5, 2036, 2055
CanESM2, r1i1p1, rcp45, 1.5, 2008, 2027
EC-EARTH, r1i1p1, rcp45, 1.5, 2013, 2032
FGOALS-g2, r1i1p1, rcp45, 1.5, 2029, 2048
FIO-ESM, r1i1p1, rcp45, 1.5, 2026, 2045
GFDL-CM3, r1i1p1, rcp45, 1.5, 2014, 2033
GFDL-ESM2G, r1i1p1, rcp45, 1.5, 2041, 2060
GFDL-ESM2M, r1i1p1, rcp45, 1.5, 2037, 2056
GISS-E2-H-CC, r1i1p1, rcp45, 1.5, 2007, 2026
GISS-E2-H, r1i1p1, rcp45, 1.5, 2013, 2032
GISS-E2-R-CC, r1i1p1, rcp45, 1.5, 2029, 2048
GISS-E2-R, r1i1p1, rcp45, 1.5, 2033, 2052
HadGEM2-AO, r1i1p1, rcp45, 1.5, 2018, 2037
HadGEM2-CC, r1i1p1, rcp45, 1.5, 2027, 2046
HadGEM2-ES, r1i1p1, rcp45, 1.5, 2019, 2038
IPSL-CM5A-LR, r1i1p1, rcp45, 1.5, 2004, 2023
IPSL-CM5A-MR, r1i1p1, rcp45, 1.5, 2007, 2026
IPSL-CM5B-LR, r1i1p1, rcp45, 1.5, 2017, 2036
MIROC5, r1i1p1, rcp45, 1.5, 2030, 2049
MPI-ESM-LR, r1i1p1, rcp45, 1.5, 2013, 2032
MPI-ESM-MR, r1i1p1, rcp45, 1.5, 2014, 2033
MRI-CGCM3, r1i1p1, rcp45, 1.5, 2045, 2064
NorESM1-ME, r1i1p1, rcp45, 1.5, 2032, 2051
NorESM1-M, r1i1p1, rcp45, 1.5, 2030, 2049
bcc-csm1-1-m, r1i1p1, rcp45, 1.5, 2002, 2021
bcc-csm1-1, r1i1p1, rcp45, 1.5, 2012, 2031
inmcm4, r1i1p1, rcp45, 1.5, 2051, 2070
CCSM4, r1i1p1, rcp60, 1.5, 2010, 2029
CESM1-CAM5, r1i1p1, rcp60, 1.5, 2024, 2043
CSIRO-Mk3-6-0, r1i1p1, rcp60, 1.5, 2037, 2056
FIO-ESM, r1i1p1, rcp60, 1.5, 2022, 2041
GFDL-CM3, r1i1p1, rcp60, 1.5, 2018, 2037
GFDL-ESM2G, r1i1p1, rcp60, 1.5, 2051, 2070
GFDL-ESM2M, r1i1p1, rcp60, 1.5, 2047, 2066
GISS-E2-H, r1i1p1, rcp60, 1.5, 2014, 2033
GISS-E2-R, r1i1p1, rcp60, 1.5, 2036, 2055
HadGEM2-AO, r1i1p1, rcp60, 1.5, 2035, 2054
HadGEM2-ES, r1i1p1, rcp60, 1.5, 2020, 2039
IPSL-CM5A-LR, r1i1p1, rcp60, 1.5, 2003, 2022
IPSL-CM5A-MR, r1i1p1, rcp60, 1.5, 2009, 2028
MIROC5, r1i1p1, rcp60, 1.5, 2043, 2062
MRI-CGCM3, r1i1p1, rcp60, 1.5, 2050, 2069
NorESM1-ME, r1i1p1, rcp60, 1.5, 2039, 2058
NorESM1-M, r1i1p1, rcp60, 1.5, 2041, 2060
bcc-csm1-1-m, r1i1p1, rcp60, 1.5, 2001, 2020
bcc-csm1-1, r1i1p1, rcp60, 1.5, 2016, 2035
ACCESS1-0, r1i1p1, rcp85, 1.5, 2018, 2037
ACCESS1-3, r1i1p1, rcp85, 1.5, 2021, 2040
BNU-ESM, r1i1p1, rcp85, 1.5, 1999, 2018
CCSM4, r1i1p1, rcp85, 1.5, 2005, 2024
CESM1-BGC, r1i1p1, rcp85, 1.5, 2008, 2027
CESM1-CAM5, r1i1p1, rcp85, 1.5, 2018, 2037
CMCC-CESM, r1i1p1, rcp85, 1.5, 2028, 2047
CMCC-CMS, r1i1p1, rcp85, 1.5, 2020, 2039
CMCC-CM, r1i1p1, rcp85, 1.5, 2020, 2039
CNRM-CM5, r1i1p1, rcp85, 1.5, 2021, 2040
CSIRO-Mk3-6-0, r1i1p1, rcp85, 1.5, 2025, 2044
CanESM2, r1i1p1, rcp85, 1.5, 2004, 2023
EC-EARTH, r1i1p1, rcp85, 1.5, 2010, 2029
FGOALS-g2, r1i1p1, rcp85, 1.5, 2021, 2040
FGOALS-s2, r3i1p1, rcp85, 1.5, 1990, 2009
FIO-ESM, r1i1p1, rcp85, 1.5, 2020, 2039
GFDL-CM3, r1i1p1, rcp85, 1.5, 2013, 2032
GFDL-ESM2G, r1i1p1, rcp85, 1.5, 2028, 2047
GFDL-ESM2M, r1i1p1, rcp85, 1.5, 2027, 2046
GISS-E2-H-CC, r1i1p1, rcp85, 1.5, 2007, 2026
GISS-E2-H, r1i1p1, rcp85, 1.5, 2011, 2030
GISS-E2-R-CC, r1i1p1, rcp85, 1.5, 2024, 2043
GISS-E2-R, r1i1p1, rcp85, 1.5, 2023, 2042
HadGEM2-AO, r1i1p1, rcp85, 1.5, 2024, 2043
HadGEM2-CC, r1i1p1, rcp85, 1.5, 2018, 2037
HadGEM2-ES, r1i1p1, rcp85, 1.5, 2014, 2033
IPSL-CM5A-LR, r1i1p1, rcp85, 1.5, 2001, 2020
IPSL-CM5A-MR, r1i1p1, rcp85, 1.5, 2006, 2025
IPSL-CM5B-LR, r1i1p1, rcp85, 1.5, 2013, 2032
MIROC5, r1i1p1, rcp85, 1.5, 2024, 2043
MPI-ESM-LR, r1i1p1, rcp85, 1.5, 2008, 2027
MPI-ESM-MR, r1i1p1, rcp85, 1.5, 2011, 2030
MRI-CGCM3, r1i1p1, rcp85, 1.5, 2032, 2051
MRI-ESM1, r1i1p1, rcp85, 1.5, 2028, 2047
NorESM1-ME, r1i1p1, rcp85, 1.5, 2024, 2043
NorESM1-M, r1i1p1, rcp85, 1.5, 2023, 2042
bcc-csm1-1-m, r1i1p1, rcp85, 1.5, 2001, 2020
bcc-csm1-1, r1i1p1, rcp85, 1.5, 2010, 2029
inmcm4, r1i1p1, rcp85, 1.5, 2035, 2054
BNU-ESM, r1i1p1, rcp26, 2.0, 2015, 2034
CESM1-CAM5, r1i1p1, rcp26, 2.0, 2071, 2090
CanESM2, r1i1p1, rcp26, 2.0, 2024, 2043
GFDL-CM3, r1i1p1, rcp26, 2.0, 2040, 2059
IPSL-CM5A-LR, r1i1p1, rcp26, 2.0, 2022, 2041
IPSL-CM5A-MR, r1i1p1, rcp26, 2.0, 2037, 2056
bcc-csm1-1-m, r1i1p1, rcp26, 2.0, 2034, 2053
ACCESS1-0, r1i1p1, rcp45, 2.0, 2042, 2061
ACCESS1-3, r1i1p1, rcp45, 2.0, 2045, 2064
BNU-ESM, r1i1p1, rcp45, 2.0, 2014, 2033
CCSM4, r1i1p1, rcp45, 2.0, 2030, 2049
CESM1-BGC, r1i1p1, rcp45, 2.0, 2035, 2054
CESM1-CAM5, r1i1p1, rcp45, 2.0, 2037, 2056
CMCC-CMS, r1i1p1, rcp45, 2.0, 2043, 2062
CMCC-CM, r1i1p1, rcp45, 2.0, 2041, 2060
CNRM-CM5, r1i1p1, rcp45, 2.0, 2049, 2068
CSIRO-Mk3-6-0, r1i1p1, rcp45, 2.0, 2039, 2058
CSIRO-Mk3L-1-2, r1i2p1, rcp45, 2.0, 2080, 2099
CanESM2, r1i1p1, rcp45, 2.0, 2022, 2041
EC-EARTH, r1i1p1, rcp45, 2.0, 2035, 2054
GFDL-CM3, r1i1p1, rcp45, 2.0, 2027, 2046
GISS-E2-H-CC, r1i1p1, rcp45, 2.0, 2034, 2053
GISS-E2-H, r1i1p1, rcp45, 2.0, 2040, 2059
HadGEM2-AO, r1i1p1, rcp45, 2.0, 2035, 2054
HadGEM2-CC, r1i1p1, rcp45, 2.0, 2043, 2062
HadGEM2-ES, r1i1p1, rcp45, 2.0, 2034, 2053
IPSL-CM5A-LR, r1i1p1, rcp45, 2.0, 2021, 2040
IPSL-CM5A-MR, r1i1p1, rcp45, 2.0, 2024, 2043
IPSL-CM5B-LR, r1i1p1, rcp45, 2.0, 2039, 2058
MIROC5, r1i1p1, rcp45, 2.0, 2063, 2082
MPI-ESM-LR, r1i1p1, rcp45, 2.0, 2035, 2054
MPI-ESM-MR, r1i1p1, rcp45, 2.0, 2036, 2055
MRI-CGCM3, r1i1p1, rcp45, 2.0, 2075, 2094
NorESM1-ME, r1i1p1, rcp45, 2.0, 2058, 2077
NorESM1-M, r1i1p1, rcp45, 2.0, 2064, 2083
bcc-csm1-1-m, r1i1p1, rcp45, 2.0, 2025, 2044
bcc-csm1-1, r1i1p1, rcp45, 2.0, 2034, 2053
CCSM4, r1i1p1, rcp60, 2.0, 2032, 2051
CESM1-CAM5, r1i1p1, rcp60, 2.0, 2044, 2063
CSIRO-Mk3-6-0, r1i1p1, rcp60, 2.0, 2057, 2076
FIO-ESM, r1i1p1, rcp60, 2.0, 2059, 2078
GFDL-CM3, r1i1p1, rcp60, 2.0, 2036, 2055
GFDL-ESM2G, r1i1p1, rcp60, 2.0, 2073, 2092
GFDL-ESM2M, r1i1p1, rcp60, 2.0, 2065, 2084
GISS-E2-H, r1i1p1, rcp60, 2.0, 2042, 2061
GISS-E2-R, r1i1p1, rcp60, 2.0, 2068, 2087
HadGEM2-AO, r1i1p1, rcp60, 2.0, 2051, 2070
HadGEM2-ES, r1i1p1, rcp60, 2.0, 2038, 2057
IPSL-CM5A-LR, r1i1p1, rcp60, 2.0, 2023, 2042
IPSL-CM5A-MR, r1i1p1, rcp60, 2.0, 2031, 2050
MIROC5, r1i1p1, rcp60, 2.0, 2062, 2081
MRI-CGCM3, r1i1p1, rcp60, 2.0, 2067, 2086
NorESM1-ME, r1i1p1, rcp60, 2.0, 2061, 2080
NorESM1-M, r1i1p1, rcp60, 2.0, 2061, 2080
bcc-csm1-1-m, r1i1p1, rcp60, 2.0, 2026, 2045
bcc-csm1-1, r1i1p1, rcp60, 2.0, 2035, 2054
ACCESS1-0, r1i1p1, rcp85, 2.0, 2031, 2050
ACCESS1-3, r1i1p1, rcp85, 2.0, 2033, 2052
BNU-ESM, r1i1p1, rcp85, 2.0, 2013, 2032
CCSM4, r1i1p1, rcp85, 2.0, 2021, 2040
CESM1-BGC, r1i1p1, rcp85, 2.0, 2024, 2043
CESM1-CAM5, r1i1p1, rcp85, 2.0, 2029, 2048
CMCC-CESM, r1i1p1, rcp85, 2.0, 2038, 2057
CMCC-CMS, r1i1p1, rcp85, 2.0, 2032, 2051
CMCC-CM, r1i1p1, rcp85, 2.0, 2032, 2051
CNRM-CM5, r1i1p1, rcp85, 2.0, 2036, 2055
CSIRO-Mk3-6-0, r1i1p1, rcp85, 2.0, 2035, 2054
CanESM2, r1i1p1, rcp85, 2.0, 2017, 2036
EC-EARTH, r1i1p1, rcp85, 2.0, 2026, 2045
FGOALS-g2, r1i1p1, rcp85, 2.0, 2036, 2055
FGOALS-s2, r3i1p1, rcp85, 2.0, 2004, 2023
FIO-ESM, r1i1p1, rcp85, 2.0, 2035, 2054
GFDL-CM3, r1i1p1, rcp85, 2.0, 2025, 2044
GFDL-ESM2G, r1i1p1, rcp85, 2.0, 2045, 2064
GFDL-ESM2M, r1i1p1, rcp85, 2.0, 2042, 2061
GISS-E2-H-CC, r1i1p1, rcp85, 2.0, 2026, 2045
GISS-E2-H, r1i1p1, rcp85, 2.0, 2027, 2046
GISS-E2-R-CC, r1i1p1, rcp85, 2.0, 2040, 2059
GISS-E2-R, r1i1p1, rcp85, 2.0, 2043, 2062
HadGEM2-AO, r1i1p1, rcp85, 2.0, 2035, 2054
HadGEM2-CC, r1i1p1, rcp85, 2.0, 2031, 2050
HadGEM2-ES, r1i1p1, rcp85, 2.0, 2026, 2045
IPSL-CM5A-LR, r1i1p1, rcp85, 2.0, 2017, 2036
IPSL-CM5A-MR, r1i1p1, rcp85, 2.0, 2021, 2040
IPSL-CM5B-LR, r1i1p1, rcp85, 2.0, 2028, 2047
MIROC5, r1i1p1, rcp85, 2.0, 2039, 2058
MPI-ESM-LR, r1i1p1, rcp85, 2.0, 2028, 2047
MPI-ESM-MR, r1i1p1, rcp85, 2.0, 2030, 2049
MRI-CGCM3, r1i1p1, rcp85, 2.0, 2043, 2062
MRI-ESM1, r1i1p1, rcp85, 2.0, 2041, 2060
NorESM1-ME, r1i1p1, rcp85, 2.0, 2038, 2057
NorESM1-M, r1i1p1, rcp85, 2.0, 2039, 2058
bcc-csm1-1-m, r1i1p1, rcp85, 2.0, 2019, 2038
bcc-csm1-1, r1i1p1, rcp85, 2.0, 2027, 2046
inmcm4, r1i1p1, rcp85, 2.0, 2048, 2067
BNU-ESM, r1i1p1, rcp45, 3.0, 2054, 2073
CanESM2, r1i1p1, rcp45, 3.0, 2066, 2085
GFDL-CM3, r1i1p1, rcp45, 3.0, 2070, 2089
HadGEM2-ES, r1i1p1, rcp45, 3.0, 2069, 2088
IPSL-CM5A-LR, r1i1p1, rcp45, 3.0, 2060, 2079
IPSL-CM5A-MR, r1i1p1, rcp45, 3.0, 2068, 2087
CCSM4, r1i1p1, rcp60, 3.0, 2077, 2096
CESM1-CAM5, r1i1p1, rcp60, 3.0, 2071, 2090
GFDL-CM3, r1i1p1, rcp60, 3.0, 2065, 2084
HadGEM2-AO, r1i1p1, rcp60, 3.0, 2079, 2098
HadGEM2-ES, r1i1p1, rcp60, 3.0, 2063, 2082
IPSL-CM5A-LR, r1i1p1, rcp60, 3.0, 2062, 2081
IPSL-CM5A-MR, r1i1p1, rcp60, 3.0, 2065, 2084
ACCESS1-0, r1i1p1, rcp85, 3.0, 2051, 2070
ACCESS1-3, r1i1p1, rcp85, 3.0, 2052, 2071
BNU-ESM, r1i1p1, rcp85, 3.0, 2036, 2055
CCSM4, r1i1p1, rcp85, 3.0, 2048, 2067
CESM1-BGC, r1i1p1, rcp85, 3.0, 2050, 2069
CESM1-CAM5, r1i1p1, rcp85, 3.0, 2048, 2067
CMCC-CESM, r1i1p1, rcp85, 3.0, 2058, 2077
CMCC-CMS, r1i1p1, rcp85, 3.0, 2052, 2071
CMCC-CM, r1i1p1, rcp85, 3.0, 2052, 2071
CNRM-CM5, r1i1p1, rcp85, 3.0, 2058, 2077
CSIRO-Mk3-6-0, r1i1p1, rcp85, 3.0, 2056, 2075
CanESM2, r1i1p1, rcp85, 3.0, 2040, 2059
EC-EARTH, r1i1p1, rcp85, 3.0, 2052, 2071
FGOALS-g2, r1i1p1, rcp85, 3.0, 2065, 2084
FGOALS-s2, r3i1p1, rcp85, 3.0, 2030, 2049
FIO-ESM, r1i1p1, rcp85, 3.0, 2059, 2078
GFDL-CM3, r1i1p1, rcp85, 3.0, 2045, 2064
GFDL-ESM2G, r1i1p1, rcp85, 3.0, 2071, 2090
GFDL-ESM2M, r1i1p1, rcp85, 3.0, 2073, 2092
GISS-E2-H-CC, r1i1p1, rcp85, 3.0, 2055, 2074
GISS-E2-H, r1i1p1, rcp85, 3.0, 2057, 2076
GISS-E2-R-CC, r1i1p1, rcp85, 3.0, 2074, 2093
GISS-E2-R, r1i1p1, rcp85, 3.0, 2077, 2096
HadGEM2-AO, r1i1p1, rcp85, 3.0, 2052, 2071
HadGEM2-CC, r1i1p1, rcp85, 3.0, 2047, 2066
HadGEM2-ES, r1i1p1, rcp85, 3.0, 2045, 2064
IPSL-CM5A-LR, r1i1p1, rcp85, 3.0, 2038, 2057
IPSL-CM5A-MR, r1i1p1, rcp85, 3.0, 2041, 2060
IPSL-CM5B-LR, r1i1p1, rcp85, 3.0, 2052, 2071
MIROC5, r1i1p1, rcp85, 3.0, 2063, 2082
MPI-ESM-LR, r1i1p1, rcp85, 3.0, 2052, 2071
MPI-ESM-MR, r1i1p1, rcp85, 3.0, 2051, 2070
MRI-CGCM3, r1i1p1, rcp85, 3.0, 2067, 2086
MRI-ESM1, r1i1p1, rcp85, 3.0, 2064, 2083
NorESM1-ME, r1i1p1, rcp85, 3.0, 2060, 2079
NorESM1-M, r1i1p1, rcp85, 3.0, 2064, 2083
bcc-csm1-1-m, r1i1p1, rcp85, 3.0, 2050, 2069
bcc-csm1-1, r1i1p1, rcp85, 3.0, 2050, 2069
inmcm4, r1i1p1, rcp85, 3.0, 2074, 2093
ACCESS1-0, r1i1p1, rcp85, 4.0, 2071, 2090
ACCESS1-3, r1i1p1, rcp85, 4.0, 2072, 2091
BNU-ESM, r1i1p1, rcp85, 4.0, 2055, 2074
CCSM4, r1i1p1, rcp85, 4.0, 2068, 2087
CESM1-BGC, r1i1p1, rcp85, 4.0, 2071, 2090
CESM1-CAM5, r1i1p1, rcp85, 4.0, 2067, 2086
CMCC-CESM, r1i1p1, rcp85, 4.0, 2077, 2096
CMCC-CMS, r1i1p1, rcp85, 4.0, 2068, 2087
CMCC-CM, r1i1p1, rcp85, 4.0, 2069, 2088
CNRM-CM5, r1i1p1, rcp85, 4.0, 2078, 2097
CSIRO-Mk3-6-0, r1i1p1, rcp85, 4.0, 2073, 2092
CanESM2, r1i1p1, rcp85, 4.0, 2059, 2078
EC-EARTH, r1i1p1, rcp85, 4.0, 2073, 2092
FGOALS-s2, r3i1p1, rcp85, 4.0, 2047, 2066
